provincia,Clae3,sum(empleados)
Santiago del Estero,421,1886.0
Santiago del Estero,475,1872.0
Santiago del Estero,422,1850.0
Santiago del Estero,949,1712.0
Santiago del Estero,477,1650.0
Santiago del Estero,492,1466.0
Santiago del Estero,869,1211.0
Santiago del Estero,853,1010.0
Santiago del Estero,473,941.0
Santiago del Estero,471,925.0
Santiago del Estero,011,923.0
Santiago del Estero,551,880.0
Santiago del Estero,239,854.0
Santiago del Estero,801,785.0
Santiago del Estero,472,731.0
Santiago del Estero,463,691.0
Santiago del Estero,139,602.0
Santiago del Estero,131,568.0
Santiago del Estero,429,546.0
Santiago del Estero,561,508.0
Santiago del Estero,812,501.0
Santiago del Estero,466,468.0
Santiago del Estero,451,428.0
Santiago del Estero,863,425.0
Santiago del Estero,351,422.0
Santiago del Estero,014,398.0
Santiago del Estero,101,372.0
Santiago del Estero,641,369.0
Santiago del Estero,107,350.0
Santiago del Estero,942,295.0
Santiago del Estero,110,291.0
Santiago del Estero,602,284.0
Santiago del Estero,453,271.0
Santiago del Estero,360,260.0
Santiago del Estero,711,214.0
Santiago del Estero,611,193.0
Santiago del Estero,649,191.0
Santiago del Estero,469,188.0
Santiago del Estero,476,175.0
Santiago del Estero,920,174.0
Santiago del Estero,651,163.0
Santiago del Estero,662,163.0
Santiago del Estero,530,158.0
Santiago del Estero,474,154.0
Santiago del Estero,452,142.0
Santiago del Estero,089,132.0
Santiago del Estero,841,129.0
Santiago del Estero,854,124.0
Santiago del Estero,461,123.0
Santiago del Estero,432,119.0
Santiago del Estero,022,111.0
Santiago del Estero,016,108.0
Santiago del Estero,855,107.0
Santiago del Estero,104,102.0
Santiago del Estero,562,92.0
Santiago del Estero,491,91.0
Santiago del Estero,162,86.0
Santiago del Estero,310,83.0
Santiago del Estero,864,80.0
Santiago del Estero,108,76.0
Santiago del Estero,581,73.0
Santiago del Estero,842,71.0
Santiago del Estero,181,70.0
Santiago del Estero,960,68.0
Santiago del Estero,439,67.0
Santiago del Estero,465,67.0
Santiago del Estero,941,59.0
Santiago del Estero,454,57.0
Santiago del Estero,691,49.0
Santiago del Estero,601,49.0
Santiago del Estero,791,47.0
Santiago del Estero,813,45.0
Santiago del Estero,464,44.0
Santiago del Estero,462,43.0
Santiago del Estero,081,36.0
Santiago del Estero,952,35.0
Santiago del Estero,862,29.0
Santiago del Estero,024,26.0
Santiago del Estero,161,21.0
Santiago del Estero,773,18.0
Santiago del Estero,331,15.0
Santiago del Estero,951,11.0
Santiago del Estero,521,6.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",264,5846.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",263,2465.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",492,1406.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",410,1223.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",551,1115.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",477,1097.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",561,1069.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",471,977.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",869,845.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",812,616.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",091,575.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",139,541.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",293,528.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",275,492.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",475,487.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",031,442.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",472,425.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",524,410.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",222,409.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",562,390.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",381,383.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",852,338.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",791,316.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",721,308.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",102,241.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",014,236.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",202,235.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",463,224.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",931,220.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",429,211.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",422,196.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",523,187.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",521,154.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",351,154.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",939,148.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",131,143.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",461,135.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",451,129.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",453,116.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",439,111.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",476,110.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",281,106.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",107,103.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",960,101.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",501,94.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",022,91.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",619,91.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",522,78.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",649,70.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",662,67.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",161,66.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",711,58.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",201,57.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",474,52.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",602,44.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",089,42.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",265,37.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",466,35.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",239,34.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",016,34.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",601,30.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",382,27.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",552,27.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",862,25.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",691,25.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",750,24.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",478,21.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",771,19.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",773,17.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",910,16.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",854,11.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",772,10.0
"Tierra del Fuego, Antártida e Islas del Atlántico Sur",452,9.0
Tucumán,016,25197.0
Tucumán,492,7870.0
Tucumán,822,7044.0
Tucumán,012,7024.0
Tucumán,107,5573.0
Tucumán,851,5227.0
Tucumán,829,4483.0
Tucumán,477,4148.0
Tucumán,410,3940.0
Tucumán,103,3587.0
Tucumán,801,3310.0
Tucumán,475,3068.0
Tucumán,463,2995.0
Tucumán,561,2898.0
Tucumán,011,2435.0
Tucumán,869,2373.0
Tucumán,949,2327.0
Tucumán,861,2280.0
Tucumán,853,2266.0
Tucumán,852,2200.0
Tucumán,471,2182.0
Tucumán,201,1761.0
Tucumán,466,1675.0
Tucumán,131,1582.0
Tucumán,110,1498.0
Tucumán,464,1382.0
Tucumán,473,1171.0
Tucumán,432,1151.0
Tucumán,863,1146.0
Tucumán,469,1088.0
Tucumán,429,1086.0
Tucumán,422,1085.0
Tucumán,152,1059.0
Tucumán,651,1040.0
Tucumán,641,1017.0
Tucumán,472,1000.0
Tucumán,453,993.0
Tucumán,451,984.0
Tucumán,711,936.0
Tucumán,360,879.0
Tucumán,476,850.0
Tucumán,960,829.0
Tucumán,104,767.0
Tucumán,812,763.0
Tucumán,241,707.0
Tucumán,293,707.0
Tucumán,854,680.0
Tucumán,649,643.0
Tucumán,106,637.0
Tucumán,014,600.0
Tucumán,351,592.0
Tucumán,942,546.0
Tucumán,681,538.0
Tucumán,551,529.0
Tucumán,239,519.0
Tucumán,381,516.0
Tucumán,920,495.0
Tucumán,462,465.0
Tucumán,602,449.0
Tucumán,454,449.0
Tucumán,611,434.0
Tucumán,620,412.0
Tucumán,931,405.0
Tucumán,222,403.0
Tucumán,864,370.0
Tucumán,452,363.0
Tucumán,692,358.0
Tucumán,562,352.0
Tucumán,780,328.0
Tucumán,524,321.0
Tucumán,251,309.0
Tucumán,461,306.0
Tucumán,870,300.0
Tucumán,702,295.0
Tucumán,474,287.0
Tucumán,465,285.0
Tucumán,862,275.0
Tucumán,530,273.0
Tucumán,771,239.0
Tucumán,439,231.0
Tucumán,181,221.0
Tucumán,170,217.0
Tucumán,880,209.0
Tucumán,941,204.0
Tucumán,282,185.0
Tucumán,331,181.0
Tucumán,773,175.0
Tucumán,682,173.0
Tucumán,691,172.0
Tucumán,352,165.0
Tucumán,271,163.0
Tucumán,089,159.0
Tucumán,105,153.0
Tucumán,013,147.0
Tucumán,192,145.0
Tucumán,421,136.0
Tucumán,522,134.0
Tucumán,259,129.0
Tucumán,252,122.0
Tucumán,791,118.0
Tucumán,292,109.0
Tucumán,601,106.0
Tucumán,491,105.0
Tucumán,161,96.0
Tucumán,202,94.0
Tucumán,612,87.0
Tucumán,841,85.0
Tucumán,521,80.0
Tucumán,162,69.0
Tucumán,813,65.0
Tucumán,523,64.0
Tucumán,619,62.0
Tucumán,939,54.0
Tucumán,662,53.0
Tucumán,141,51.0
Tucumán,433,48.0
Tucumán,021,37.0
Tucumán,493,36.0
Tucumán,750,31.0
Tucumán,614,28.0
Tucumán,952,27.0
Tucumán,265,22.0
Tucumán,741,22.0
Tucumán,139,21.0
Tucumán,821,20.0
Tucumán,811,18.0
Tucumán,431,17.0
