Departamento_id,Cantidad_Habitantes,RangoEdad
22140,45514.0,rango_6_12
22147,10827.0,mayores_18
22147,1707.0,rango_0_5
22147,1392.0,rango_13_17
22147,2119.0,rango_6_12
22154,13083.0,mayores_18
22154,1769.0,rango_0_5
22154,1558.0,rango_13_17
22154,2286.0,rango_6_12
22161,2788.0,mayores_18
22161,394.0,rango_0_5
22161,364.0,rango_13_17
22161,505.0,rango_6_12
22168,21561.0,mayores_18
22168,3301.0,rango_0_5
22168,3201.0,rango_13_17
22168,4543.0,rango_6_12
26007,73600.0,mayores_18
26007,8111.0,rango_0_5
26007,8851.0,rango_13_17
26007,12244.0,rango_6_12
26014,20544.0,mayores_18
26014,2022.0,rango_0_5
26014,2317.0,rango_13_17
26014,3216.0,rango_6_12
26021,155724.0,mayores_18
26021,16668.0,rango_0_5
26021,17230.0,rango_13_17
26021,25207.0,rango_6_12
26028,1252.0,mayores_18
26028,175.0,rango_0_5
26028,134.0,rango_13_17
26028,221.0,rango_6_12
26035,36723.0,mayores_18
26035,3522.0,rango_0_5
26035,4018.0,rango_13_17
26035,5702.0,rango_6_12
26042,9065.0,mayores_18
26042,998.0,rango_0_5
26042,1046.0,rango_13_17
26042,1396.0,rango_6_12
26049,902.0,mayores_18
26049,83.0,rango_0_5
26049,88.0,rango_13_17
26049,108.0,rango_6_12
26056,2091.0,mayores_18
26056,236.0,rango_0_5
26056,238.0,rango_13_17
26056,297.0,rango_6_12
26063,557.0,mayores_18
26063,64.0,rango_0_5
26063,49.0,rango_13_17
26063,74.0,rango_6_12
26070,1437.0,mayores_18
26070,137.0,rango_0_5
26070,117.0,rango_13_17
26070,191.0,rango_6_12
26077,106906.0,mayores_18
26077,10491.0,rango_0_5
26077,11382.0,rango_13_17
26077,15641.0,rango_6_12
26084,4575.0,mayores_18
26084,565.0,rango_0_5
26084,461.0,rango_13_17
26084,746.0,rango_6_12
26091,9864.0,mayores_18
26091,1344.0,rango_0_5
26091,1274.0,rango_13_17
26091,1995.0,rango_6_12
26098,4267.0,mayores_18
26098,464.0,rango_0_5
26098,462.0,rango_13_17
26098,754.0,rango_6_12
26105,1198.0,mayores_18
26105,117.0,rango_0_5
26105,126.0,rango_13_17
26105,167.0,rango_6_12
30008,55155.0,mayores_18
30008,5907.0,rango_0_5
30008,5733.0,rango_13_17
30008,8095.0,rango_6_12
30015,138256.0,mayores_18
30015,17901.0,rango_0_5
30015,16536.0,rango_13_17
30015,24910.0,rango_6_12
30021,39599.0,mayores_18
30021,3847.0,rango_0_5
30021,3650.0,rango_13_17
30021,5216.0,rango_6_12
30028,55887.0,mayores_18
30028,6876.0,rango_0_5
30028,6175.0,rango_13_17
30028,9326.0,rango_6_12
30035,21177.0,mayores_18
30035,2629.0,rango_0_5
30035,2303.0,rango_13_17
30035,3327.0,rango_6_12
30042,11791.0,mayores_18
30042,1461.0,rango_0_5
30042,1463.0,rango_13_17
30042,2002.0,rango_6_12
30049,41495.0,mayores_18
30049,4529.0,rango_0_5
30049,4413.0,rango_13_17
30049,6359.0,rango_6_12
30056,92134.0,mayores_18
30056,9410.0,rango_0_5
30056,9887.0,rango_13_17
30056,13745.0,rango_6_12
30063,9705.0,mayores_18
30063,1271.0,rango_0_5
30063,1218.0,rango_13_17
30063,1790.0,rango_6_12
30070,53412.0,mayores_18
30070,6549.0,rango_0_5
30070,6216.0,rango_13_17
30070,9094.0,rango_6_12
30077,31550.0,mayores_18
30077,3364.0,rango_0_5
30077,3309.0,rango_13_17
30077,4731.0,rango_6_12
30084,291761.0,mayores_18
30084,27975.0,rango_0_5
30084,28200.0,rango_13_17
30084,40780.0,rango_6_12
30088,14733.0,mayores_18
30088,1743.0,rango_0_5
30088,1823.0,rango_13_17
30088,2487.0,rango_6_12
30091,22506.0,mayores_18
30091,2477.0,rango_0_5
30091,2507.0,rango_13_17
30091,3601.0,rango_6_12
30098,85305.0,mayores_18
30098,8632.0,rango_0_5
30098,9036.0,rango_13_17
30098,12543.0,rango_6_12
30105,29896.0,mayores_18
30105,3123.0,rango_0_5
30105,3023.0,rango_13_17
30105,4259.0,rango_6_12
30113,39847.0,mayores_18
30113,4679.0,rango_0_5
30113,4500.0,rango_13_17
30113,6258.0,rango_6_12
34007,9900.0,mayores_18
34007,1763.0,rango_0_5
34007,1566.0,rango_13_17
34007,2371.0,rango_6_12
34014,194755.0,mayores_18
34014,21127.0,rango_0_5
34014,21926.0,rango_13_17
34014,30764.0,rango_6_12
34021,13206.0,mayores_18
34021,1725.0,rango_0_5
34021,1848.0,rango_13_17
34021,2496.0,rango_6_12
34028,10830.0,mayores_18
34028,1918.0,rango_0_5
34028,1730.0,rango_13_17
34028,2539.0,rango_6_12
34035,54623.0,mayores_18
34035,8070.0,rango_0_5
34035,7431.0,rango_13_17
34035,11476.0,rango_6_12
34042,12904.0,mayores_18
34042,1864.0,rango_0_5
34042,1791.0,rango_13_17
34042,2530.0,rango_6_12
34049,65423.0,mayores_18
34049,8934.0,rango_0_5
34049,7876.0,rango_13_17
34049,11883.0,rango_6_12
34056,49695.0,mayores_18
34056,6830.0,rango_0_5
34056,6618.0,rango_13_17
34056,9417.0,rango_6_12
34063,9880.0,mayores_18
34063,2421.0,rango_0_5
34063,2138.0,rango_13_17
34063,3239.0,rango_6_12
38007,10182.0,mayores_18
38007,1322.0,rango_0_5
38007,1492.0,rango_13_17
38007,2002.0,rango_6_12
38014,84755.0,mayores_18
38014,11018.0,rango_0_5
38014,10910.0,rango_13_17
38014,15576.0,rango_6_12
38021,235007.0,mayores_18
38021,23048.0,rango_0_5
38021,25045.0,rango_13_17
38021,36369.0,rango_6_12
38028,14277.0,mayores_18
38028,1752.0,rango_0_5
38028,1956.0,rango_13_17
38028,2892.0,rango_6_12
38035,66498.0,mayores_18
38035,8147.0,rango_0_5
38035,7969.0,rango_13_17
38035,11518.0,rango_6_12
38042,47548.0,mayores_18
38042,4800.0,rango_0_5
38042,5524.0,rango_13_17
38042,7650.0,rango_6_12
38049,1183.0,mayores_18
38049,170.0,rango_0_5
38049,152.0,rango_13_17
38049,292.0,rango_6_12
38056,4849.0,mayores_18
38056,539.0,rango_0_5
38056,521.0,rango_13_17
38056,820.0,rango_6_12
38063,63112.0,mayores_18
38063,7205.0,rango_0_5
38063,7175.0,rango_13_17
38063,10745.0,rango_6_12
38070,13967.0,mayores_18
38070,1905.0,rango_0_5
38070,1777.0,rango_13_17
38070,2848.0,rango_6_12
38077,1745.0,mayores_18
38077,282.0,rango_0_5
38077,264.0,rango_13_17
38077,350.0,rango_6_12
38084,2517.0,mayores_18
38084,439.0,rango_0_5
38084,406.0,rango_13_17
38084,604.0,rango_6_12
38094,10441.0,mayores_18
38094,1063.0,rango_0_5
38094,1330.0,rango_13_17
38094,1787.0,rango_6_12
38098,3903.0,mayores_18
38098,375.0,rango_0_5
38098,389.0,rango_13_17
38098,631.0,rango_6_12
38105,1729.0,mayores_18
38105,194.0,rango_0_5
38105,235.0,rango_13_17
38105,332.0,rango_6_12
38112,17835.0,mayores_18
38112,2367.0,rango_0_5
38112,2382.0,rango_13_17
38112,3247.0,rango_6_12
42007,8291.0,mayores_18
42007,769.0,rango_0_5
42007,847.0,rango_13_17
42007,1146.0,rango_6_12
42014,1837.0,mayores_18
42014,194.0,rango_0_5
42014,255.0,rango_13_17
42014,325.0,rango_6_12
42021,88143.0,mayores_18
42021,8258.0,rango_0_5
42021,9176.0,rango_13_17
42021,12927.0,rango_6_12
42028,5885.0,mayores_18
42028,648.0,rango_0_5
42028,673.0,rango_13_17
42028,1019.0,rango_6_12
42035,11458.0,mayores_18
42035,1023.0,rango_0_5
42035,1046.0,rango_13_17
42035,1567.0,rango_6_12
42042,798.0,mayores_18
42042,99.0,rango_0_5
42042,81.0,rango_13_17
42042,125.0,rango_6_12
42049,2078.0,mayores_18
42049,201.0,rango_0_5
42049,235.0,rango_13_17
42049,354.0,rango_6_12
42056,8968.0,mayores_18
42056,960.0,rango_0_5
42056,996.0,rango_13_17
42056,1353.0,rango_6_12
42063,1036.0,mayores_18
42063,110.0,rango_0_5
42063,135.0,rango_13_17
42063,180.0,rango_6_12
42070,7117.0,mayores_18
42070,690.0,rango_0_5
42070,696.0,rango_13_17
42070,894.0,rango_6_12
42077,6009.0,mayores_18
42077,486.0,rango_0_5
42077,525.0,rango_13_17
42077,693.0,rango_6_12
42084,298.0,mayores_18
42084,39.0,rango_0_5
42084,39.0,rango_13_17
42084,52.0,rango_6_12
42091,315.0,mayores_18
42091,33.0,rango_0_5
42091,19.0,rango_13_17
42091,46.0,rango_6_12
42098,6858.0,mayores_18
42098,647.0,rango_0_5
42098,745.0,rango_13_17
42098,993.0,rango_6_12
42105,50843.0,mayores_18
42105,5292.0,rango_0_5
42105,5299.0,rango_13_17
42105,7633.0,rango_6_12
42112,7965.0,mayores_18
42112,1095.0,rango_0_5
42112,1000.0,rango_13_17
42112,1576.0,rango_6_12
42119,6282.0,mayores_18
42119,600.0,rango_0_5
42119,697.0,rango_13_17
42119,825.0,rango_6_12
42126,7984.0,mayores_18
42126,853.0,rango_0_5
42126,972.0,rango_13_17
42126,1281.0,rango_6_12
42133,12757.0,mayores_18
42133,1232.0,rango_0_5
42133,1443.0,rango_13_17
42133,1924.0,rango_6_12
42140,12413.0,mayores_18
42140,1540.0,rango_0_5
42140,1538.0,rango_13_17
42140,2436.0,rango_6_12
42147,4195.0,mayores_18
42147,435.0,rango_0_5
42147,427.0,rango_13_17
42147,580.0,rango_6_12
42154,12822.0,mayores_18
42154,1321.0,rango_0_5
42154,1459.0,rango_13_17
42154,2084.0,rango_6_12
46007,11659.0,mayores_18
46007,1353.0,rango_0_5
46007,1324.0,rango_13_17
46007,1915.0,rango_6_12
46014,154713.0,mayores_18
46014,15697.0,rango_0_5
46014,16804.0,rango_13_17
46014,23293.0,rango_6_12
46021,4353.0,mayores_18
46021,409.0,rango_0_5
46021,422.0,rango_13_17
46021,626.0,rango_6_12
46028,8440.0,mayores_18
46028,829.0,rango_0_5
46028,853.0,rango_13_17
46028,1249.0,rango_6_12
46035,11543.0,mayores_18
46035,1307.0,rango_0_5
46035,1191.0,rango_13_17
46035,1589.0,rango_6_12
46042,41639.0,mayores_18
46042,4579.0,rango_0_5
46042,5425.0,rango_13_17
46042,7038.0,rango_6_12
46049,5165.0,mayores_18
46049,479.0,rango_0_5
46049,583.0,rango_13_17
46049,757.0,rango_6_12
46056,2281.0,mayores_18
46056,255.0,rango_0_5
46056,256.0,rango_13_17
46056,392.0,rango_6_12
46063,5602.0,mayores_18
46063,621.0,rango_0_5
46063,608.0,rango_13_17
46063,784.0,rango_6_12
46070,2926.0,mayores_18
46070,337.0,rango_0_5
46070,344.0,rango_13_17
46070,406.0,rango_6_12
46077,1379.0,mayores_18
46077,158.0,rango_0_5
46077,157.0,rango_13_17
46077,191.0,rango_6_12
46084,5442.0,mayores_18
46084,567.0,rango_0_5
46084,573.0,rango_13_17
46084,765.0,rango_6_12
46091,3510.0,mayores_18
46091,394.0,rango_0_5
46091,470.0,rango_13_17
46091,643.0,rango_6_12
46098,1968.0,mayores_18
46098,224.0,rango_0_5
46098,209.0,rango_13_17
46098,294.0,rango_6_12
46105,1674.0,mayores_18
46105,209.0,rango_0_5
46105,225.0,rango_13_17
46105,291.0,rango_6_12
46112,11217.0,mayores_18
46112,1310.0,rango_0_5
46112,1337.0,rango_13_17
46112,1900.0,rango_6_12
46119,3095.0,mayores_18
46119,345.0,rango_0_5
46119,365.0,rango_13_17
46119,501.0,rango_6_12
46126,2181.0,mayores_18
46126,230.0,rango_0_5
46126,222.0,rango_13_17
46126,361.0,rango_6_12
50007,95975.0,mayores_18
50007,8283.0,rango_0_5
50007,7894.0,rango_13_17
50007,11563.0,rango_6_12
50014,37905.0,mayores_18
50014,4069.0,rango_0_5
50014,4145.0,rango_13_17
50014,6260.0,rango_6_12
50021,147274.0,mayores_18
50021,13392.0,rango_0_5
50021,14053.0,rango_13_17
50021,19838.0,rango_6_12
50028,233338.0,mayores_18
50028,25349.0,rango_0_5
50028,25188.0,rango_13_17
50028,36996.0,rango_6_12
50035,33888.0,mayores_18
50035,3662.0,rango_0_5
50035,3623.0,rango_13_17
50035,5299.0,rango_6_12
50042,8552.0,mayores_18
50042,1018.0,rango_0_5
50042,949.0,rango_13_17
50042,1499.0,rango_6_12
50049,164993.0,mayores_18
50049,19700.0,rango_0_5
50049,20154.0,rango_13_17
50049,28992.0,rango_6_12
50056,31543.0,mayores_18
50056,4526.0,rango_0_5
50056,4343.0,rango_13_17
50056,6674.0,rango_6_12
50063,122349.0,mayores_18
50063,13914.0,rango_0_5
50063,14798.0,rango_13_17
50063,20822.0,rango_6_12
50070,156002.0,mayores_18
50070,18163.0,rango_0_5
50070,18280.0,rango_13_17
50070,26442.0,rango_6_12
50077,22509.0,mayores_18
50077,2811.0,rango_0_5
50077,2931.0,rango_13_17
50077,4345.0,rango_6_12
50084,45496.0,mayores_18
50084,5261.0,rango_0_5
50084,5149.0,rango_13_17
50084,7683.0,rango_6_12
50091,27729.0,mayores_18
50091,3475.0,rango_0_5
50091,3439.0,rango_13_17
50091,5109.0,rango_6_12
50098,99238.0,mayores_18
50098,11642.0,rango_0_5
50098,11269.0,rango_13_17
50098,17257.0,rango_6_12
50105,154362.0,mayores_18
50105,17237.0,rango_0_5
50105,16849.0,rango_13_17
50105,24756.0,rango_6_12
50112,13508.0,mayores_18
50112,1765.0,rango_0_5
50112,1597.0,rango_13_17
50112,2509.0,rango_6_12
50119,41745.0,mayores_18
50119,5158.0,rango_0_5
50119,5236.0,rango_13_17
50119,7833.0,rango_6_12
50126,27880.0,mayores_18
50126,3810.0,rango_0_5
50126,3793.0,rango_13_17
50126,5685.0,rango_6_12
54007,33899.0,mayores_18
54007,5262.0,rango_0_5
54007,4559.0,rango_13_17
54007,6783.0,rango_6_12
54014,38973.0,mayores_18
54014,6425.0,rango_0_5
54014,5715.0,rango_13_17
54014,8762.0,rango_6_12
54021,22932.0,mayores_18
54021,3758.0,rango_0_5
54021,3276.0,rango_13_17
54021,4979.0,rango_6_12
54028,279605.0,mayores_18
54028,33142.0,rango_0_5
54028,31291.0,rango_13_17
54028,47460.0,rango_6_12
54035,6888.0,mayores_18
54035,1087.0,rango_0_5
54035,944.0,rango_13_17
54035,1384.0,rango_6_12
54042,62134.0,mayores_18
54042,8721.0,rango_0_5
54042,8178.0,rango_13_17
54042,12100.0,rango_6_12
54049,28755.0,mayores_18
54049,5458.0,rango_0_5
54049,4325.0,rango_13_17
54049,6918.0,rango_6_12
54056,49449.0,mayores_18
54056,8802.0,rango_0_5
54056,7391.0,rango_13_17
54056,11433.0,rango_6_12
54063,65673.0,mayores_18
54063,10641.0,rango_0_5
54063,9234.0,rango_13_17
54063,14290.0,rango_6_12
54070,34748.0,mayores_18
54070,4430.0,rango_0_5
54070,4131.0,rango_13_17
54070,6082.0,rango_6_12
54077,35394.0,mayores_18
54077,5227.0,rango_0_5
54077,4618.0,rango_13_17
54077,6927.0,rango_6_12
54084,26074.0,mayores_18
54084,3674.0,rango_0_5
54084,3559.0,rango_13_17
54084,5313.0,rango_6_12
54091,82471.0,mayores_18
54091,11680.0,rango_0_5
54091,10400.0,rango_13_17
54091,16152.0,rango_6_12
54098,42417.0,mayores_18
54098,6498.0,rango_0_5
54098,5609.0,rango_13_17
54098,8670.0,rango_6_12
54105,15339.0,mayores_18
54105,2346.0,rango_0_5
54105,2101.0,rango_13_17
54105,3294.0,rango_6_12
54112,20977.0,mayores_18
54112,4462.0,rango_0_5
54112,3524.0,rango_13_17
54112,5727.0,rango_6_12
54119,20440.0,mayores_18
54119,3369.0,rango_0_5
54119,2780.0,rango_13_17
54119,4288.0,rango_6_12
58007,7222.0,mayores_18
58007,878.0,rango_0_5
58007,865.0,rango_13_17
58007,1208.0,rango_6_12
58014,12141.0,mayores_18
58014,1908.0,rango_0_5
58014,1621.0,rango_13_17
58014,2480.0,rango_6_12
58021,1832.0,mayores_18
58021,220.0,rango_0_5
58021,221.0,rango_13_17
58021,368.0,rango_6_12
58028,3553.0,mayores_18
58028,360.0,rango_0_5
58028,384.0,rango_13_17
58028,535.0,rango_6_12
58035,344009.0,mayores_18
58035,34739.0,rango_0_5
58035,35969.0,rango_13_17
58035,52500.0,rango_6_12
58042,13390.0,mayores_18
58042,1298.0,rango_0_5
58042,1439.0,rango_13_17
58042,2162.0,rango_6_12
58049,14929.0,mayores_18
58049,1713.0,rango_0_5
58049,1681.0,rango_13_17
58049,2530.0,rango_6_12
58056,29031.0,mayores_18
58056,2801.0,rango_0_5
58056,3275.0,rango_13_17
58056,4460.0,rango_6_12
58063,5471.0,mayores_18
58063,675.0,rango_0_5
58063,623.0,rango_13_17
58063,927.0,rango_6_12
58070,11192.0,mayores_18
58070,1136.0,rango_0_5
58070,1313.0,rango_13_17
58070,1861.0,rango_6_12
58077,6766.0,mayores_18
58077,737.0,rango_0_5
58077,703.0,rango_13_17
58077,1061.0,rango_6_12
58084,4034.0,mayores_18
58084,440.0,rango_0_5
58084,452.0,rango_13_17
58084,646.0,rango_6_12
58091,20147.0,mayores_18
58091,2678.0,rango_0_5
58091,2803.0,rango_13_17
58091,4093.0,rango_6_12
58098,3679.0,mayores_18
58098,391.0,rango_0_5
58098,386.0,rango_13_17
58098,631.0,rango_6_12
58105,5980.0,mayores_18
58105,721.0,rango_0_5
58105,673.0,rango_13_17
58105,1097.0,rango_6_12
58112,32744.0,mayores_18
58112,3426.0,rango_0_5
58112,3890.0,rango_13_17
58112,5480.0,rango_6_12
62007,47088.0,mayores_18
62007,4517.0,rango_0_5
62007,5116.0,rango_13_17
62007,7124.0,rango_6_12
62014,29319.0,mayores_18
62014,3407.0,rango_0_5
62014,3494.0,rango_13_17
62014,4940.0,rango_6_12
62021,121014.0,mayores_18
62021,11266.0,rango_0_5
62021,11848.0,rango_13_17
62021,17315.0,rango_6_12
62028,5410.0,mayores_18
62028,605.0,rango_0_5
62028,543.0,rango_13_17
62028,840.0,rango_6_12
62035,4936.0,mayores_18
62035,545.0,rango_0_5
62035,578.0,rango_13_17
62035,901.0,rango_6_12
62042,276977.0,mayores_18
62042,29296.0,rango_0_5
62042,29929.0,rango_13_17
62042,43425.0,rango_6_12
62049,2731.0,mayores_18
62049,274.0,rango_0_5
62049,269.0,rango_13_17
62049,408.0,rango_6_12
62056,1091.0,mayores_18
62056,113.0,rango_0_5
62056,107.0,rango_13_17
62056,141.0,rango_6_12
62063,11978.0,mayores_18
62063,1344.0,rango_0_5
62063,1228.0,rango_13_17
62063,1943.0,rango_6_12
62070,6898.0,mayores_18
62070,598.0,rango_0_5
62070,706.0,rango_13_17
62070,1107.0,rango_6_12
62077,25694.0,mayores_18
62077,2730.0,rango_0_5
62077,2883.0,rango_13_17
62077,4166.0,rango_6_12
62084,3209.0,mayores_18
62084,337.0,rango_0_5
62084,297.0,rango_13_17
62084,457.0,rango_6_12
62091,11955.0,mayores_18
62091,1353.0,rango_0_5
62091,1370.0,rango_13_17
62091,1877.0,rango_6_12
66007,46526.0,mayores_18
66007,7052.0,rango_0_5
66007,6435.0,rango_13_17
66007,9429.0,rango_6_12
66014,6120.0,mayores_18
66014,832.0,rango_0_5
66014,740.0,rango_13_17
66014,1236.0,rango_6_12
66021,12408.0,mayores_18
66021,1430.0,rango_0_5
66021,1606.0,rango_13_17
66021,2378.0,rango_6_12
66028,455079.0,mayores_18
66028,47812.0,rango_0_5
66028,49058.0,rango_13_17
66028,72054.0,rango_6_12
66035,37256.0,mayores_18
66035,5342.0,rango_0_5
66035,5068.0,rango_13_17
66035,8047.0,rango_6_12
66042,17471.0,mayores_18
66042,2069.0,rango_0_5
66042,2161.0,rango_13_17
66042,3014.0,rango_6_12
66049,39355.0,mayores_18
66049,4858.0,rango_0_5
66049,4616.0,rango_13_17
66049,6917.0,rango_6_12
66056,114723.0,mayores_18
66056,19509.0,rango_0_5
66056,17342.0,rango_13_17
66056,25874.0,rango_6_12
66063,2511.0,mayores_18
66063,314.0,rango_0_5
66063,263.0,rango_13_17
66063,403.0,rango_6_12
66070,3843.0,mayores_18
66070,676.0,rango_0_5
66070,667.0,rango_13_17
66070,930.0,rango_6_12
66077,8932.0,mayores_18
66077,966.0,rango_0_5
66077,918.0,rango_13_17
66077,1430.0,rango_6_12
66084,5068.0,mayores_18
66084,596.0,rango_0_5
66084,614.0,rango_13_17
66084,904.0,rango_6_12
66091,1172.0,mayores_18
66091,167.0,rango_0_5
66091,190.0,rango_13_17
66091,260.0,rango_6_12
66098,6252.0,mayores_18
66098,760.0,rango_0_5
66098,768.0,rango_13_17
66098,1108.0,rango_6_12
66105,4405.0,mayores_18
66105,875.0,rango_0_5
66105,772.0,rango_13_17
66105,1130.0,rango_6_12
66112,34266.0,mayores_18
66112,4326.0,rango_0_5
66112,3741.0,rango_13_17
66112,5695.0,rango_6_12
66119,3861.0,mayores_18
66119,516.0,rango_0_5
66119,594.0,rango_13_17
66119,837.0,rango_6_12
66126,105036.0,mayores_18
66126,16651.0,rango_0_5
66126,15282.0,rango_13_17
66126,22746.0,rango_6_12
66133,22446.0,mayores_18
66133,5048.0,rango_0_5
66133,4141.0,rango_13_17
66133,6427.0,rango_6_12
66140,23890.0,mayores_18
66140,2966.0,rango_0_5
66140,2748.0,rango_13_17
66140,4146.0,rango_6_12
66147,35282.0,mayores_18
66147,4735.0,rango_0_5
66147,4340.0,rango_13_17
66147,6604.0,rango_6_12
66154,5306.0,mayores_18
66154,674.0,rango_0_5
66154,697.0,rango_13_17
66154,1102.0,rango_6_12
66161,6011.0,mayores_18
66161,909.0,rango_0_5
66161,1055.0,rango_13_17
66161,1436.0,rango_6_12
70007,21083.0,mayores_18
70007,2958.0,rango_0_5
70007,2987.0,rango_13_17
70007,4253.0,rango_6_12
70014,6846.0,mayores_18
70014,969.0,rango_0_5
70014,977.0,rango_13_17
70014,1380.0,rango_6_12
70021,7164.0,mayores_18
70021,1104.0,rango_0_5
70021,923.0,rango_13_17
70021,1476.0,rango_6_12
70028,88610.0,mayores_18
70028,7849.0,rango_0_5
70028,7771.0,rango_13_17
70028,10619.0,rango_6_12
70035,29835.0,mayores_18
70035,4319.0,rango_0_5
70035,4227.0,rango_13_17
70035,5636.0,rango_6_12
70042,70781.0,mayores_18
70042,9879.0,rango_0_5
70042,9618.0,rango_13_17
70042,13494.0,rango_6_12
70049,6170.0,mayores_18
70049,819.0,rango_0_5
70049,753.0,rango_13_17
70049,1084.0,rango_6_12
70056,18340.0,mayores_18
70056,2155.0,rango_0_5
70056,1993.0,rango_13_17
70056,2781.0,rango_6_12
70063,8359.0,mayores_18
70063,1295.0,rango_0_5
70063,1140.0,rango_13_17
70063,1704.0,rango_6_12
70070,47955.0,mayores_18
70070,7282.0,rango_0_5
70070,7207.0,rango_13_17
70070,10435.0,rango_6_12
70077,95883.0,mayores_18
70077,11959.0,rango_0_5
70077,11849.0,rango_13_17
70077,16891.0,rango_6_12
70084,73244.0,mayores_18
70084,8399.0,rango_0_5
70084,7999.0,rango_13_17
70084,11692.0,rango_6_12
70091,9844.0,mayores_18
70091,1586.0,rango_0_5
70091,1442.0,rango_13_17
70091,2165.0,rango_6_12
70098,44005.0,mayores_18
70098,5620.0,rango_0_5
70098,5316.0,rango_13_17
70098,7756.0,rango_6_12
70105,17677.0,mayores_18
70105,2876.0,rango_0_5
70105,2782.0,rango_13_17
70105,3853.0,rango_6_12
70112,4386.0,mayores_18
70112,614.0,rango_0_5
70112,590.0,rango_13_17
70112,864.0,rango_6_12
70119,6035.0,mayores_18
70119,772.0,rango_0_5
70119,655.0,rango_13_17
70119,963.0,rango_6_12
70126,13298.0,mayores_18
70126,2294.0,rango_0_5
70126,2234.0,rango_13_17
70126,2998.0,rango_6_12
70133,4498.0,mayores_18
70133,679.0,rango_0_5
70133,616.0,rango_13_17
70133,881.0,rango_6_12
74007,16796.0,mayores_18
74007,2003.0,rango_0_5
74007,2084.0,rango_13_17
74007,2770.0,rango_6_12
74014,4028.0,mayores_18
74014,444.0,rango_0_5
74014,452.0,rango_13_17
74014,651.0,rango_6_12
74021,11773.0,mayores_18
74021,1180.0,rango_0_5
74021,1381.0,rango_13_17
74021,1710.0,rango_6_12
74028,19697.0,mayores_18
74028,1946.0,rango_0_5
74028,2137.0,rango_13_17
74028,2742.0,rango_6_12
74035,106767.0,mayores_18
74035,11922.0,rango_0_5
74035,12765.0,rango_13_17
74035,17217.0,rango_6_12
74042,10048.0,mayores_18
74042,1283.0,rango_0_5
74042,1295.0,rango_13_17
74042,1708.0,rango_6_12
74049,29878.0,mayores_18
74049,2825.0,rango_0_5
74049,3314.0,rango_13_17
74049,4272.0,rango_6_12
74056,189635.0,mayores_18
74056,19681.0,rango_0_5
74056,22532.0,rango_13_17
74056,28921.0,rango_6_12
74063,3553.0,mayores_18
74063,327.0,rango_0_5
74063,366.0,rango_13_17
74063,445.0,rango_6_12
78007,10322.0,mayores_18
78007,1456.0,rango_0_5
78007,1308.0,rango_13_17
78007,1949.0,rango_6_12
78014,87942.0,mayores_18
78014,10716.0,rango_0_5
78014,11452.0,rango_13_17
78014,16156.0,rango_6_12
78021,98693.0,mayores_18
78021,10573.0,rango_0_5
78021,11651.0,rango_13_17
78021,16392.0,rango_6_12
78028,17655.0,mayores_18
78028,2180.0,rango_0_5
78028,2237.0,rango_13_17
78028,3312.0,rango_6_12
78035,8678.0,mayores_18
78035,1298.0,rango_0_5
78035,992.0,rango_13_17
78035,1616.0,rango_6_12
78042,8835.0,mayores_18
78042,1110.0,rango_0_5
78042,1144.0,rango_13_17
78042,1739.0,rango_6_12
78049,4271.0,mayores_18
78049,585.0,rango_0_5
78049,541.0,rango_13_17
78049,874.0,rango_6_12
82007,36443.0,mayores_18
82007,3597.0,rango_0_5
82007,3601.0,rango_13_17
82007,4903.0,rango_6_12
82014,66081.0,mayores_18
82014,5966.0,rango_0_5
82014,5920.0,rango_13_17
82014,8294.0,rango_6_12
82021,139191.0,mayores_18
82021,15092.0,rango_0_5
82021,14588.0,rango_13_17
82021,20593.0,rango_6_12
82028,69782.0,mayores_18
82028,6793.0,rango_0_5
82028,7055.0,rango_13_17
82028,9370.0,rango_6_12
82035,17785.0,mayores_18
82035,2349.0,rango_0_5
82035,1799.0,rango_13_17
82035,2920.0,rango_6_12
82042,150188.0,mayores_18
82042,14884.0,rango_0_5
82042,14619.0,rango_13_17
82042,20764.0,rango_6_12
82049,142126.0,mayores_18
82049,17202.0,rango_0_5
82049,15808.0,rango_13_17
82049,22397.0,rango_6_12
82056,54979.0,mayores_18
82056,5742.0,rango_0_5
82056,5147.0,rango_13_17
82056,7768.0,rango_6_12
82063,423228.0,mayores_18
82063,42937.0,rango_0_5
82063,41916.0,rango_13_17
82063,60178.0,rango_6_12
82070,86086.0,mayores_18
82070,8519.0,rango_0_5
82070,8397.0,rango_13_17
82070,11728.0,rango_6_12
82077,21849.0,mayores_18
82077,2720.0,rango_0_5
82077,2737.0,rango_13_17
82077,3636.0,rango_6_12
82084,1010845.0,mayores_18
82084,97904.0,rango_0_5
82084,92300.0,rango_13_17
82084,136909.0,rango_6_12
82091,52608.0,mayores_18
82091,5906.0,rango_0_5
82091,5805.0,rango_13_17
82091,8274.0,rango_6_12
82098,23643.0,mayores_18
82098,3076.0,rango_0_5
82098,2450.0,rango_13_17
82098,4011.0,rango_6_12
82105,62573.0,mayores_18
82105,6707.0,rango_0_5
82105,6251.0,rango_13_17
82105,9086.0,rango_6_12
82112,34003.0,mayores_18
82112,3766.0,rango_0_5
82112,3605.0,rango_13_17
82112,5112.0,rango_6_12
82119,139763.0,mayores_18
82119,16356.0,rango_0_5
82119,14817.0,rango_13_17
82119,22850.0,rango_6_12
82126,50057.0,mayores_18
