Cue,NivelEducativo
540131500,SNU
540131600,Primario
540131700,Secundario
540131800,Primario
540131900,Primario
540132100,Primario
540132300,Jardin
540132300,Primario
540132500,Secundario
540132600,Primario
540132700,Secundario
540132900,Primario
540133100,Secundario
540133200,SNU
540133500,SNU
540133600,Jardin
540133600,Primario
540133700,Secundario
540133800,Secundario
540133800,SNU
540133900,Primario
540134100,Jardin
540134100,Primario
540134200,Jardin
540134200,Primario
540134300,Primario
540134400,Primario
540134500,Primario
540134600,Primario
540134700,Jardin
540134700,Primario
540134800,Primario
540134900,Jardin
540134900,Primario
540134901,Primario
540135000,Primario
540135100,Primario
540135200,Jardin
540135200,Primario
540135201,Jardin
540135201,Primario
540135400,Jardin
540135400,Primario
540135600,Secundario
540135700,Jardin
540135700,Primario
540135701,Jardin
540135701,Primario
540135702,Primario
540136000,Primario
540136100,Primario
540136200,Secundario
540136300,Primario
540136400,Primario
540136500,Secundario
540136501,Secundario
540136600,Primario
540136700,Jardin
540136700,Primario
540136800,SNU
540136900,Primario
540137000,SNU
540137200,Primario
540137600,Secundario
540137700,Jardin
540137700,Primario
540137800,Secundario
540137900,Jardin
540137900,Primario
540137900,Secundario
540138100,Primario
540138200,SNU
540138500,SNU
540138600,Primario
540138700,Primario
540139000,Primario
540139100,Primario
540139300,SNU
540139400,SNU
540139500,Secundario
540139600,Secundario
540139800,Secundario
540140000,Secundario
540140100,Secundario
540140200,Secundario
540140400,Secundario
540140500,Secundario
540140700,Secundario
540140800,Secundario
540140900,Secundario
540141000,Secundario
540141100,Secundario
540141101,Secundario
540141200,Secundario
540141400,Secundario
540141500,Secundario
540141800,Jardin
540141800,Primario
540142200,Jardin
540142201,Jardin
540142202,Jardin
540142203,Jardin
540142300,Jardin
540142301,Jardin
540142302,Jardin
540142400,Jardin
540142401,Jardin
540142402,Jardin
540142500,Jardin
540142501,Jardin
540142502,Jardin
540142600,Jardin
540142602,Jardin
540142700,Jardin
540142701,Jardin
540142702,Jardin
540142800,Jardin
540142801,Jardin
540142802,Jardin
540142803,Jardin
540142900,Jardin
540142902,Jardin
540142903,Jardin
540143000,Jardin
540143001,Jardin
540143003,Jardin
540143004,Jardin
540143005,Jardin
540143009,Jardin
540143010,Jardin
540143100,Jardin
540143102,Jardin
540143105,Jardin
540143106,Jardin
540143107,Jardin
540143108,Jardin
540143109,Jardin
540143200,Jardin
540143202,Jardin
540143204,Jardin
540143205,Jardin
540143206,Jardin
540143207,Jardin
540143208,Jardin
540143300,Jardin
540143301,Jardin
540143302,Jardin
540143600,Secundario
540143600,SNU
540143601,SNU
540143700,Jardin
540144000,Jardin
540144000,Primario
540144100,Primario
540144300,Primario
540144400,Jardin
540144400,Primario
540144500,Primario
540144600,Primario
540144700,Primario
540145000,Primario
540146000,Jardin
540146000,Primario
540146700,SNU
540147300,Primario
540147600,Primario
540147800,Jardin
540147800,Primario
540148100,Secundario
540148200,Secundario
540148300,Secundario
540148400,Secundario
540148500,Secundario
540148600,Secundario
540148700,Secundario
540148701,Secundario
540148800,Secundario
540148900,Secundario
540149000,Secundario
540149100,Secundario
540149200,Secundario
540149300,Secundario
540149400,Secundario
540149500,Secundario
540149600,Secundario
540149800,Secundario
540149900,Secundario
540150000,Secundario
540150100,Secundario
540150200,Secundario
540150201,Secundario
540150300,Secundario
540150400,Secundario
540150500,Secundario
540150600,Secundario
540150700,Secundario
540150900,Secundario
540151000,Jardin
540151000,Primario
540151100,Primario
540151200,Primario
540151300,Secundario
540151400,Secundario
540151500,Secundario
540151600,Secundario
540151700,Secundario
540151900,SNU
540151901,SNU
540152400,Secundario
540152500,Secundario
540152600,Secundario
540153200,Primario
540153300,SNU
540153500,Primario
540153501,Jardin
540153501,Primario
540153600,Primario
540153700,SNU
540153800,SNU
540153900,Secundario
540154100,SNU
540154200,Secundario
540154800,Primario
540154800,Secundario
540155000,Jardin
540155000,Primario
540155000,Secundario
540155100,SNU
540155200,Secundario
540155300,Secundario
540155400,Secundario
540155500,Secundario
540155600,Jardin
540155600,Primario
540155601,Jardin
540155601,Primario
540155602,Jardin
540155602,Primario
540155700,Secundario
540155800,Secundario
540156100,Secundario
540156200,Secundario
540156300,Secundario
540156500,Secundario
540156600,Primario
540156700,SNU
540156800,Secundario
540157300,Jardin
540157301,Jardin
540157302,Jardin
540157303,Jardin
540157304,Jardin
540157305,Jardin
540157306,Jardin
540157307,Jardin
540157400,Jardin
540157400,Primario
540157500,Primario
540157600,Secundario
540158100,Jardin
540158101,Jardin
540158102,Jardin
540158103,Jardin
540158200,Jardin
540158201,Jardin
540158202,Jardin
540158400,Secundario
540158500,Secundario
540158600,Secundario
540158800,Jardin
540158801,Jardin
540158802,Jardin
540158803,Jardin
540158900,Jardin
540158901,Jardin
540158902,Jardin
540159000,Jardin
540159001,Jardin
540159003,Jardin
540159005,Jardin
540159100,Secundario
540159200,Jardin
540159201,Jardin
540159202,Jardin
540159400,Jardin
540159401,Jardin
540159402,Jardin
540159500,Jardin
540159501,Jardin
540159502,Jardin
540159600,Jardin
540159601,Jardin
540159602,Jardin
540159603,Jardin
540159605,Jardin
540159606,Jardin
540159800,Secundario
540160100,Jardin
540160101,Jardin
540160102,Jardin
540160103,Jardin
540160104,Jardin
540160105,Jardin
540160106,Jardin
540160200,Jardin
540160201,Jardin
540160300,Jardin
540160300,Primario
540160301,Primario
540160302,Primario
540160303,Jardin
540160304,Primario
540160500,SNU
540160700,Jardin
540160701,Jardin
540160702,Jardin
540160703,Jardin
540160704,Jardin
540160705,Jardin
540160900,Primario
540161100,Secundario
540161101,Secundario
540161300,Jardin
540161301,Jardin
540161302,Jardin
540161303,Jardin
540161304,Jardin
540161305,Jardin
540161500,Jardin
540161501,Jardin
540161506,Jardin
540161507,Jardin
540161508,Jardin
540161509,Jardin
540161510,Jardin
540161600,SNU
540161700,Secundario
540161900,Secundario
540162100,Primario
540162200,Primario
540162201,Primario
540162300,Jardin
540162300,SNU
540163000,SNU
540163100,Jardin
540163100,Primario
540163101,Jardin
540163101,Primario
540163102,Jardin
540163102,Primario
540163200,Primario
540163300,Primario
540163400,Secundario
540163500,Secundario
540163600,Jardin
540163601,Jardin
540163602,Jardin
540163603,Jardin
540163700,Secundario
540163800,Secundario
540163900,Secundario
540163901,Secundario
540164000,Secundario
540164100,Secundario
540164200,Secundario
540164300,Secundario
540164400,Secundario
540164500,Secundario
540164501,Secundario
540164600,Primario
540164700,Secundario
540164900,Secundario
540165000,Jardin
540165001,Jardin
540165002,Jardin
540165003,Jardin
540165004,Jardin
540165100,Secundario
540165101,Secundario
540165300,Secundario
540165400,Jardin
540165401,Jardin
540165402,Jardin
540165403,Jardin
540165404,Jardin
540165405,Jardin
540165406,Jardin
540165407,Jardin
540165408,Jardin
540165409,Jardin
540165410,Jardin
540165411,Jardin
540165412,Jardin
540165500,Secundario
540165600,Secundario
540165601,Secundario
540165900,Primario
540166000,Secundario
540166001,Secundario
540166100,Secundario
540166200,Secundario
540166300,Secundario
540166400,Secundario
540166500,Jardin
540166501,Jardin
540166504,Jardin
540166600,Jardin
540166601,Jardin
540166602,Jardin
540166603,Jardin
540166700,Jardin
540166702,Jardin
540166800,Jardin
540166801,Jardin
540166802,Jardin
540166803,Jardin
540166900,Jardin
540166903,Jardin
540166904,Jardin
540167100,Jardin
540167101,Jardin
540167102,Jardin
540167200,Jardin
540167202,Jardin
540167203,Jardin
540167204,Jardin
540167205,Jardin
540167500,Jardin
540167501,Jardin
540167502,Jardin
540167503,Jardin
540167504,Jardin
540167700,Secundario
540167800,Secundario
540167801,Secundario
540167802,Secundario
540168000,Secundario
540168001,Secundario
540168002,Secundario
540168100,Secundario
540168200,Jardin
540168203,Jardin
540168205,Jardin
540168206,Jardin
540168208,Jardin
540168400,Secundario
540168700,Jardin
540168701,Jardin
540168702,Jardin
540168800,Jardin
540168801,Jardin
540168802,Jardin
540168900,Primario
540169000,Primario
540169100,Jardin
540169101,Jardin
540169102,Jardin
540169103,Jardin
540169200,Jardin
540169201,Jardin
540169202,Jardin
540169203,Jardin
540169204,Jardin
540169500,Jardin
540169500,Primario
540169501,Primario
540169600,Jardin
540169601,Jardin
540169603,Jardin
540169604,Jardin
540169700,Jardin
540169700,Primario
540169900,Secundario
540170000,Jardin
540170001,Jardin
540170004,Jardin
540170100,Jardin
540170101,Jardin
540170103,Jardin
540170104,Jardin
540170200,Secundario
540170300,Jardin
540170301,Jardin
540170302,Jardin
540170303,Jardin
540170304,Jardin
540170305,Jardin
540170400,Jardin
540170405,Jardin
540170500,Jardin
540170501,Jardin
540170502,Jardin
540170503,Jardin
540170504,Jardin
540170505,Jardin
540170600,Secundario
540170700,Secundario
540170800,Secundario
540170900,Secundario
540171100,Secundario
540171300,Jardin
540171301,Jardin
540171302,Jardin
540171700,Jardin
540171701,Jardin
540171702,Jardin
540171703,Jardin
540171704,Jardin
540171800,Jardin
540171802,Jardin
540171805,Jardin
540171900,Primario
540172000,Secundario
540172100,Jardin
540172101,Jardin
540172102,Jardin
540172103,Jardin
540172400,Jardin
540172401,Jardin
540172402,Jardin
540172403,Jardin
540172404,Jardin
540172405,Jardin
540172406,Jardin
540172408,Jardin
540172409,Jardin
540172600,Jardin
540172601,Jardin
540172602,Jardin
540172700,Jardin
540172702,Jardin
540172800,Jardin
540172800,Primario
540173000,Primario
540173200,Jardin
540173201,Jardin
540173202,Jardin
540173203,Jardin
540173300,Jardin
540173304,Jardin
540173305,Jardin
540173306,Jardin
540173307,Jardin
540173308,Jardin
540173400,Jardin
540173401,Jardin
540173403,Jardin
540173404,Jardin
540173500,Jardin
540173501,Jardin
540173502,Jardin
540173503,Jardin
540173600,Primario
540173700,Primario
540173701,Primario
540173800,Jardin
540173801,Jardin
540173802,Jardin
540173803,Jardin
540173804,Jardin
540173805,Jardin
540173806,Jardin
540173807,Jardin
540173808,Jardin
540174100,Jardin
540174100,Primario
540174200,Jardin
540174205,Jardin
540174206,Jardin
540174207,Jardin
540174208,Jardin
540174209,Jardin
540174210,Jardin
540174213,Jardin
540174500,Primario
540174501,Jardin
540174501,Primario
540174600,Jardin
540174600,Primario
540174900,Jardin
540174900,Primario
540174900,Secundario
540175200,Jardin
540175200,Primario
540175600,Secundario
540175700,Secundario
540175800,Primario
540175801,Primario
540176000,SNU
540176100,Jardin
540176100,Primario
540176200,Secundario
540176300,Secundario
540176400,Secundario
540176600,Secundario
540176900,Secundario
540177000,Secundario
540177100,SNU
540177300,Secundario
540177500,Secundario
540177700,Primario
540177900,SNU
540178300,Primario
540178400,SNU
540178700,Secundario
540178800,Secundario
540178900,Secundario
540179000,Secundario
540179100,Secundario
540179200,Jardin
540179200,Primario
540179200,Secundario
540179500,Jardin
540179500,Primario
540179500,Secundario
540179700,Secundario
540179800,Secundario
540180000,Jardin
540180000,Primario
540180002,Jardin
540180002,Primario
540180003,Jardin
540180003,Primario
540180004,Jardin
540180004,Primario
540180005,Jardin
540180005,Primario
540180500,Jardin
540180500,Primario
540180500,Secundario
540180500,SNU
540180600,Jardin
540180600,Primario
540180800,Primario
540180900,Jardin
540180900,Primario
540180900,Secundario
540181100,Jardin
540181100,Primario
540181200,SNU
540181300,SNU
540181400,Secundario
540181500,Primario
540181700,Secundario
540181800,Primario
540181900,Jardin
540181900,Primario
540181900,Secundario
540182200,Primario
540182400,Jardin
540182400,Primario
540182400,Secundario
540183500,Secundario
540183501,Secundario
540183505,Secundario
540183507,Secundario
540183508,Secundario
540183509,Secundario
540183510,Secundario
540183511,Secundario
540183512,Secundario
540183513,Secundario
540183515,Secundario
540183516,Secundario
540183600,Secundario
540183601,Secundario
540183602,Secundario
540183603,Secundario
540183604,Secundario
540183605,Secundario
540183607,Secundario
540183608,Secundario
540183700,Secundario
540183701,Secundario
540183702,Secundario
540183703,Secundario
540183706,Secundario
540183708,Secundario
540183710,Secundario
540183711,Secundario
540183713,Secundario
540183715,Secundario
540183716,Secundario
540183718,Secundario
540183719,Secundario
540183800,Secundario
540183801,Secundario
540183802,Secundario
540183803,Secundario
540183804,Secundario
540183805,Secundario
540183806,Secundario
540183808,Secundario
540183809,Secundario
540183810,Secundario
540183811,Secundario
540183812,Secundario
540183813,Secundario
540183900,Secundario
540183901,Secundario
540183902,Secundario
540183903,Secundario
540183904,Secundario
540183905,Secundario
540183906,Secundario
540183907,Secundario
540183908,Secundario
540183909,Secundario
540183911,Secundario
540183912,Secundario
540183913,Secundario
540183914,Secundario
540184000,Secundario
540184001,Secundario
540184002,Secundario
540184004,Secundario
540184005,Secundario
540184006,Secundario
540184008,Secundario
540184009,Secundario
540184011,Secundario
540184012,Secundario
540184013,Secundario
540184014,Secundario
540184015,Secundario
540184016,Secundario
540184017,Secundario
540184019,Secundario
540184100,Secundario
540184101,Secundario
540184102,Secundario
540184104,Secundario
540184105,Secundario
540184106,Secundario
540184109,Secundario
540184110,Secundario
540184113,Secundario
540184114,Secundario
540184115,Secundario
540184116,Secundario
540184117,Secundario
540184200,Secundario
540184201,Secundario
540184202,Secundario
540184203,Secundario
540184205,Secundario
540184206,Secundario
540184207,Secundario
540184208,Secundario
540184209,Secundario
540184210,Secundario
540184211,Secundario
540184212,Secundario
540184213,Secundario
540184214,Secundario
540184215,Secundario
540184217,Secundario
540184218,Secundario
540184219,Secundario
540184300,Secundario
540184301,Secundario
540184302,Secundario
540184303,Secundario
540184304,Secundario
540184308,Secundario
540184309,Secundario
540184310,Secundario
540184400,Secundario
540184401,Secundario
540184402,Secundario
540184403,Secundario
540184404,Secundario
540184405,Secundario
540184406,Secundario
540184407,Secundario
540184408,Secundario
540184409,Secundario
540184500,Secundario
540184501,Secundario
540184503,Secundario
540184506,Secundario
540184507,Secundario
540184509,Secundario
540184510,Secundario
540184511,Secundario
540184512,Secundario
540184513,Secundario
540184514,Secundario
540184515,Secundario
540184516,Secundario
540184517,Secundario
540184518,Secundario
540184519,Secundario
540184520,Secundario
540184521,Secundario
540184600,Secundario
540184601,Secundario
540184602,Secundario
540184603,Secundario
540184604,Secundario
540184606,Secundario
540184607,Secundario
540184610,Secundario
540184612,Secundario
540184613,Secundario
540184614,Secundario
540184615,Secundario
540184616,Secundario
540184700,Secundario
540184701,Secundario
540184702,Secundario
540184704,Secundario
540184706,Secundario
540184707,Secundario
540184708,Secundario
540184709,Secundario
540184711,Secundario
540184712,Secundario
540184713,Secundario
540184714,Secundario
540184800,Secundario
540184801,Secundario
540184802,Secundario
540184804,Secundario
540184805,Secundario
540184807,Secundario
540184808,Secundario
540184810,Secundario
540184900,Secundario
540184901,Secundario
540184903,Secundario
540184907,Secundario
540184908,Secundario
540184909,Secundario
540184910,Secundario
540184911,Secundario
540184912,Secundario
540184913,Secundario
540185000,Primario
540185100,Jardin
540185100,Primario
540185200,SNU
540185500,Secundario
540185600,Secundario
540185700,Jardin
540185700,Primario
540185701,Primario
540185800,Jardin
540185801,Jardin
540185900,Jardin
540185901,Jardin
540186000,Jardin
540186003,Jardin
540186006,Jardin
540186200,Jardin
540186201,Jardin
540186202,Jardin
540186203,Jardin
540186204,Jardin
540186300,Jardin
540186300,Primario
540186400,Jardin
540186401,Jardin
540186402,Jardin
540186403,Jardin
540186500,Jardin
540186501,Jardin
540186507,Jardin
540186600,SNU
540186700,Secundario
540186800,Secundario
540187000,Secundario
540187100,Jardin
540187100,Primario
540187200,Secundario
540187300,Secundario
540187500,Secundario
540187600,Secundario
540187900,Secundario
540187901,Secundario
540188000,Jardin
540188000,Primario
540188000,Secundario
540188100,Jardin
540188100,Primario
540188101,Jardin
540188101,Primario
540188300,Secundario
540188400,Jardin
540188402,Jardin
540188404,Jardin
540188500,Secundario
540188600,Secundario
540188900,SNU
540189000,Primario
540189200,Primario
540189400,Jardin
540189401,Jardin
540189402,Jardin
540189403,Jardin
540189500,Primario
540189501,Primario
540189502,Primario
540189600,Jardin
540189600,Primario
540189601,Primario
540189900,SNU
540190100,Secundario
540190300,Secundario
540190301,Secundario
540190302,Secundario
540190303,Secundario
540190304,Secundario
540190305,Secundario
540190306,Secundario
540190307,Secundario
540190308,Secundario
540190309,Secundario
540190310,Secundario
540190400,Jardin
540190400,Primario
540190401,Jardin
540190401,Primario
540190500,Jardin
540190501,Jardin
540190502,Jardin
540190503,Jardin
540190504,Jardin
540190600,Primario
540190700,Secundario
540190900,Secundario
540190901,Secundario
540191100,Primario
540191200,Primario
540191400,Jardin
540191402,Jardin
540191403,Jardin
540191404,Jardin
540191405,Jardin
540191900,Primario
540192200,Jardin
540192201,Jardin
540192202,Jardin
540192204,Jardin
540192205,Jardin
540192206,Jardin
540192300,Jardin
540192500,Jardin
540192500,Primario
540192600,Jardin
540192600,Primario
540192700,Jardin
540192700,Primario
540192800,Jardin
540192802,Jardin
540192803,Jardin
540192804,Jardin
540193300,Jardin
540193301,Jardin
540193302,Jardin
540193303,Jardin
540193304,Jardin
540193305,Jardin
540193500,Primario
540193800,Jardin
540193800,Primario
540194000,Jardin
540194000,Primario
540194200,Secundario
540194400,Jardin
540194401,Jardin
540194402,Jardin
540194500,Jardin
540194501,Jardin
540194502,Jardin
540194600,Primario
540194601,Primario
540194900,Jardin
540194901,Jardin
540194902,Jardin
540194903,Jardin
540195100,Primario
540195300,Primario
540195301,Primario
540195302,Primario
540195303,Primario
540195400,Jardin
540195500,Jardin
540195501,Jardin
540195502,Jardin
540195503,Jardin
540195504,Jardin
540195505,Jardin
540195506,Jardin
540195600,Jardin
540196000,Jardin
540196300,Jardin
540196301,Jardin
540196303,Jardin
540196304,Jardin
540196305,Jardin
540196306,Jardin
540196308,Jardin
540196309,Jardin
540196310,Jardin
540196500,Jardin
540196500,Primario
540196501,Jardin
540196501,Primario
540196502,Primario
540196503,Primario
540196600,Jardin
540196601,Jardin
540196602,Jardin
540196603,Jardin
540196800,Secundario
540196900,Secundario
540197000,Secundario
540197200,Jardin
540197201,Jardin
540197202,Jardin
540197203,Jardin
540197204,Jardin
540197300,Jardin
540197301,Jardin
540197302,Jardin
540197303,Jardin
540197304,Jardin
540197600,Jardin
540197601,Jardin
540197602,Jardin
540197603,Jardin
540197604,Jardin
540197605,Jardin
540197606,Jardin
540197607,Jardin
540197800,Primario
540197900,Jardin
540197901,Jardin
540197902,Jardin
540197903,Jardin
540197904,Jardin
540197905,Jardin
540197906,Jardin
540197907,Jardin
540197908,Jardin
540198000,Jardin
540198000,Primario
540198100,Secundario
540198500,Jardin
540198501,Jardin
540198502,Jardin
540198503,Jardin
540198504,Jardin
540198600,Jardin
540198601,Jardin
540198602,Jardin
540198604,Jardin
540198605,Jardin
540199000,Jardin
540199000,Primario
540199100,Jardin
540199100,Primario
540199400,Secundario
540199500,Jardin
540199500,Primario
540199500,Secundario
540199500,SNU
540199600,Jardin
540199600,Primario
540199600,Secundario
540199700,Primario
540199800,SNU
540199900,Secundario
540200000,Jardin
540200000,Primario
540200100,SNU
540200200,SNU
540200300,Secundario
540200400,Jardin
540200401,Jardin
540200402,Jardin
540200500,Jardin
540200501,Jardin
540200502,Jardin
540200503,Jardin
540200600,Jardin
540200601,Jardin
540200602,Jardin
540200700,Jardin
540200701,Jardin
540200702,Jardin
540200703,Jardin
540200704,Jardin
540200800,Jardin
540200801,Jardin
540200802,Jardin
540200803,Jardin
540200804,Jardin
540200805,Jardin
540200900,Jardin
540200901,Jardin
540200902,Jardin
540200903,Jardin
540200904,Jardin
540201000,Jardin
540201001,Jardin
540201002,Jardin
540201100,Jardin
540201101,Jardin
540201102,Jardin
540201103,Jardin
540201200,Jardin
540201201,Jardin
540201202,Jardin
540201203,Jardin
540201204,Jardin
540201300,Jardin
540201301,Jardin
540201302,Jardin
540201303,Jardin
540201304,Jardin
540201305,Jardin
540201306,Jardin
540201307,Jardin
540201400,Jardin
540201401,Jardin
540201402,Jardin
540201403,Jardin
540201404,Jardin
540201405,Jardin
540201406,Jardin
540201500,Jardin
540201501,Jardin
540201502,Jardin
540201503,Jardin
540201504,Jardin
540201601,Jardin
540201602,Jardin
540201603,Jardin
540201604,Jardin
540201700,Jardin
540201702,Jardin
540201703,Jardin
540201704,Jardin
540201705,Jardin
540201800,Secundario
540201900,Secundario
540202000,Secundario
540202300,Primario
540202400,Jardin
540202400,Primario
540202500,Primario
540202600,Primario
540202700,Primario
540203000,Jardin
540203000,Primario
540203100,Jardin
540203200,Secundario
540203300,Jardin
540203400,Primario
540203500,Jardin
540203501,Jardin
540203502,Jardin
540203503,Jardin
540203504,Jardin
540203505,Jardin
540203506,Jardin
540203600,Jardin
540203601,Jardin
540203603,Jardin
540203700,Secundario
540203800,Jardin
540203800,Primario
540203900,Jardin
540203900,Primario
540203900,Secundario
540203900,SNU
540204000,Jardin
540204001,Jardin
540204002,Jardin
540204004,Jardin
540204005,Jardin
540204100,Jardin
540204101,Jardin
540204102,Jardin
540204103,Jardin
540204104,Jardin
540204200,Jardin
540204300,Jardin
540204301,Jardin
540204302,Jardin
540204303,Jardin
540204304,Jardin
540204305,Jardin
540204400,Jardin
540204401,Jardin
540204402,Jardin
540204403,Jardin
540204404,Jardin
540204500,Jardin
540204501,Jardin
540204502,Jardin
540204503,Jardin
540204504,Jardin
540204600,Jardin
540204601,Jardin
540204602,Jardin
540204603,Jardin
540204700,Jardin
540204701,Jardin
540204702,Jardin
540204703,Jardin
540204704,Jardin
540204705,Jardin
540204800,Jardin
540204801,Jardin
540204802,Jardin
540204900,Jardin
540204901,Jardin
540204902,Jardin
540204903,Jardin
540204904,Jardin
540204905,Jardin
540205000,Jardin
540205001,Jardin
540205002,Jardin
540205003,Jardin
540205004,Jardin
540205005,Jardin
540205100,Jardin
540205101,Jardin
540205102,Jardin
540205103,Jardin
540205104,Jardin
540205200,Jardin
540205201,Jardin
540205203,Jardin
540205300,Jardin
540205301,Jardin
540205302,Jardin
540205303,Jardin
540205304,Jardin
540205400,Jardin
540205401,Jardin
540205402,Jardin
540205403,Jardin
540205404,Jardin
540205405,Jardin
540205500,Jardin
540205501,Jardin
540205502,Jardin
540205600,Jardin
540205601,Jardin
540205602,Jardin
540205700,Jardin
540205701,Jardin
540205702,Jardin
540205703,Jardin
540205704,Jardin
540205800,Jardin
540205801,Jardin
540205802,Jardin
540205803,Jardin
540205804,Jardin
540205805,Jardin
540205900,Jardin
540205901,Jardin
540205902,Jardin
540206000,Jardin
540206001,Jardin
540206002,Jardin
540206003,Jardin
540206100,Secundario
540206200,Secundario
540206300,Jardin
540206300,Primario
540206400,Jardin
540206401,Jardin
540206402,Jardin
540206403,Jardin
540206404,Jardin
540206405,Jardin
540206500,Jardin
540206501,Jardin
540206502,Jardin
540206503,Jardin
540206600,Primario
540206700,Jardin
540206701,Jardin
540206702,Jardin
540206800,Jardin
540206900,Secundario
549000100,Secundario
549000200,Secundario
549000300,SNU
549000301,SNU
580000200,Jardin
580000200,Primario
580000700,Jardin
580000700,Primario
580000900,Jardin
580000900,Primario
580001400,Primario
580001600,Jardin
580001600,Primario
580001700,Jardin
580001800,Primario
580001900,Secundario
580002300,Jardin
580002301,Jardin
580002302,Jardin
580002303,Jardin
580002500,Jardin
580002500,Primario
580002700,Primario
580003000,Primario
580003200,Jardin
580003200,Primario
580003500,Jardin
580003500,Primario
580003600,Jardin
580003600,Primario
580003700,Jardin
580003700,Primario
580003800,Jardin
580003800,Primario
580003900,Primario
580004300,Secundario
580004600,Primario
580004700,Jardin
580004700,Primario
580004900,Secundario
580005000,Primario
580005100,Primario
580005200,Jardin
580005300,Secundario
580005400,Secundario
580005700,Secundario
580005800,SNU
580005900,Jardin
580005900,Primario
580006000,Primario
580006100,Primario
580006200,Secundario
580006300,Primario
580006500,Secundario
580006700,Jardin
580006800,Secundario
580006900,Jardin
580007000,Jardin
580007000,Primario
580007100,Jardin
580007100,Primario
580007300,Jardin
580007400,Primario
580007500,Jardin
580007500,Primario
580007900,Jardin
580008000,Jardin
580008000,Primario
580008100,Jardin
580008100,Primario
580008300,Primario
580008400,Jardin
580008400,Primario
580008500,Jardin
580008500,Primario
580008700,Jardin
580008700,Primario
580008800,Jardin
580008800,Primario
580008900,Jardin
580009200,Primario
580009300,Jardin
580009400,Jardin
580009500,Jardin
580009500,Primario
580009600,Jardin
580009600,Primario
580009700,Jardin
580009700,Primario
580009800,Jardin
580009800,Primario
580009900,Jardin
580009900,Primario
580010100,Jardin
580010200,Jardin
580010300,Primario
580010400,Primario
580010600,Secundario
580010700,Jardin
580010700,Primario
580011000,Primario
580011100,Primario
580011200,Secundario
580011300,Secundario
580011400,Primario
580011500,Jardin
580011500,Primario
580011600,Secundario
580011700,Jardin
580011800,Jardin
580011800,Primario
580011900,Primario
580012000,Primario
580012100,Jardin
580012100,Primario
580012200,Secundario
580012400,Primario
580012500,Secundario
580012600,Jardin
580012600,Primario
580012700,Secundario
580012800,Secundario
580012900,Secundario
580013000,Jardin
580013000,Primario
580013100,Primario
580013200,Primario
580013300,Secundario
580013500,Secundario
580013600,SNU
580013601,SNU
580013607,SNU
580013608,SNU
580013610,SNU
580013611,SNU
580013612,SNU
580014300,Primario
580014400,Primario
580014500,Jardin
580014500,Primario
580014501,Jardin
580014501,Primario
580014600,Jardin
580014600,Primario
580014700,Primario
580014800,Jardin
580014800,Primario
580014900,Jardin
580014900,Primario
580015100,Jardin
580015100,Primario
580015300,Primario
580015400,Jardin
580015400,Primario
580015500,Primario
580015600,Primario
580015700,Jardin
580015700,Primario
580015900,Jardin
580015900,Primario
580016000,Secundario
580016200,Jardin
580016300,Secundario
580016400,Primario
580016500,Secundario
580016600,Primario
580016700,SNU
580017000,SNU
580017200,Jardin
580017200,Primario
580017400,Jardin
580017400,Primario
580017900,Secundario
580018000,Primario
580018100,Secundario
580018200,Primario
580018400,Secundario
580018500,Jardin
580018500,Primario
580018600,Primario
580018700,Jardin
580018700,Primario
580018800,Jardin
580018800,Primario
580018900,Jardin
580018900,Primario
580019000,Jardin
580019000,Primario
580019100,Primario
580019200,Secundario
580019300,Jardin
580019300,Primario
580019400,Primario
580019500,Secundario
580019600,Primario
580019700,Jardin
580019700,Primario
580019800,Jardin
580019800,Primario
580019900,Secundario
580020100,Jardin
580020100,Primario
580020200,Jardin
580020200,Primario
580020400,Secundario
580020600,Jardin
580020600,Primario
580020800,Primario
580020900,Jardin
580021000,Jardin
580021000,Primario
580021100,SNU
580021200,Jardin
580021300,Jardin
580021400,Jardin
580021500,Primario
580021600,Jardin
580021600,Primario
580021900,Primario
580022100,Primario
580022500,Primario
580022600,Jardin
580022600,Primario
580022800,Primario
580022900,Jardin
580022900,Primario
580023000,Jardin
580023000,Primario
580023100,Secundario
580023300,Jardin
580023400,Primario
580023500,Jardin
580023500,Primario
580023600,Jardin
580023600,Primario
580023700,Jardin
580023700,Primario
580023800,Secundario
580024100,Jardin
580024100,Primario
580024200,Secundario
580024300,Jardin
580024300,Primario
580024300,Secundario
580024400,Jardin
580024400,Primario
580024500,Primario
580024600,Jardin
580024600,Primario
580024700,Secundario
580024800,Primario
580025000,Jardin
580025000,Primario
580025000,Secundario
580025200,Secundario
580025300,Secundario
580025400,Primario
580025500,Primario
580025600,Primario
580025700,Secundario
580025800,Primario
580025900,Jardin
580026000,Primario
580026100,Jardin
580026100,Primario
580026200,Secundario
580026300,Secundario
580026302,Secundario
580026400,Secundario
580026500,Primario
580026600,Primario
580026700,Primario
580026800,Primario
580027000,Secundario
580027100,Secundario
580027200,Jardin
580027200,Primario
580027300,Secundario
580027400,Jardin
580027400,Primario
580027500,Primario
580027600,Jardin
580027800,Secundario
580027900,Secundario
580028000,Jardin
580028000,Primario
580028100,Primario
580028400,Jardin
580028500,Primario
580028800,Jardin
580028800,Primario
580029000,Primario
580029100,Primario
580029500,Secundario
580029600,Jardin
580029600,Primario
580029700,Primario
580029800,Jardin
580029800,Primario
580029900,Primario
580030000,Jardin
580030000,Primario
