Cue,NivelEducativo
62280200,SNU
62280300,SNU
62280400,Jardin
62280600,Jardin
62280700,Primario
62280800,SNU
62281000,Secundario
62281100,Primario
62281200,Jardin
62281300,Secundario
62282000,Secundario
62282100,Secundario
62282300,Primario
62282400,SNU
62282700,Jardin
62282800,Jardin
62282900,SNU
62283000,SNU
62283200,SNU
62283300,Jardin
62283400,Jardin
62283500,Jardin
62283600,Jardin
62283700,Primario
62283800,Jardin
62283900,Primario
62284100,Jardin
62284300,Primario
62284400,Jardin
62284500,Jardin
62284600,Secundario
62284700,Primario
62284900,Secundario
62285000,Primario
62285500,Jardin
62285600,Jardin
62285700,Jardin
62285800,Primario
62285900,Secundario
62286000,Secundario
62286100,Secundario
62286200,Jardin
62286300,Jardin
62286500,Secundario
62286501,Secundario
62286600,Secundario
62286700,Secundario
62286800,Secundario
62286900,Jardin
62287000,Secundario
62287001,Secundario
62287100,Jardin
62287200,Jardin
62287400,SNU
62287500,Primario
62287600,Secundario
62287700,Jardin
62287800,Jardin
62287900,Jardin
62288000,Jardin
62288100,Jardin
62288200,Jardin
62288300,Jardin
62288400,Jardin
62288500,Jardin
62288600,Jardin
62288700,Jardin
62288800,Jardin
62288900,Jardin
62289000,Jardin
62289200,Jardin
62289300,SNU
62289500,Jardin
62289600,Jardin
62289700,Secundario
62289800,Jardin
62289900,Secundario
62290000,Jardin
62290100,Jardin
62290200,Jardin
62290300,Secundario
62290400,Secundario
62290600,Secundario
62290700,Jardin
62290800,Primario
62290900,Jardin
62291000,Jardin
62291300,Secundario
62291400,Secundario
62291500,Jardin
62291700,Secundario
62291800,Jardin
62291900,Jardin
62292000,Primario
62292100,SNU
62292200,Jardin
62292300,Jardin
62292400,Jardin
62292500,Jardin
62292900,Jardin
62293000,Primario
62293100,Secundario
62293200,Secundario
62293300,Secundario
62293400,Jardin
62293500,Secundario
62293700,Jardin
62293900,Jardin
62294000,Jardin
62294100,Primario
62294200,Jardin
62294300,Primario
62294400,Jardin
62294500,Jardin
62294800,Jardin
62294900,Jardin
62295000,Jardin
62295100,Jardin
62295300,Primario
62295400,Secundario
62295500,Jardin
62295600,Secundario
62295700,Primario
62295800,Secundario
62295801,Secundario
62295900,Primario
62296000,Primario
62296100,Jardin
62296200,Secundario
62296400,Secundario
62296700,Jardin
62296900,Secundario
62297000,Jardin
62297100,Jardin
62297200,Jardin
62297300,Jardin
62297400,Jardin
62297500,Jardin
62297600,Secundario
62297700,Secundario
62297800,Secundario
62297900,Jardin
62298000,Jardin
62298200,Secundario
62298500,Jardin
62298600,Jardin
62298700,Primario
62298800,Jardin
62298900,Primario
62299000,Jardin
62299500,Jardin
62299800,Jardin
62300100,Jardin
62300200,SNU
62300300,Secundario
62300400,Jardin
62300500,Jardin
62300600,SNU
62300700,SNU
62300900,Primario
62301200,Secundario
62301300,Secundario
62301600,Jardin
62301800,Secundario
62302100,SNU
62302400,Secundario
62302500,Jardin
62302600,Jardin
62302800,Primario
62302900,Jardin
62303400,Jardin
62303600,Primario
62303800,Jardin
62304000,Secundario
62304100,Jardin
62304200,Jardin
62304300,Jardin
62304400,Primario
62304500,Primario
62304600,Secundario
62304700,Jardin
62304800,SNU
62304900,Jardin
62305000,Jardin
62305400,Secundario
62305600,Jardin
62305700,Secundario
62305800,Secundario
62305900,Primario
62306000,Jardin
62306100,Jardin
62306200,Jardin
62306300,Secundario
62306400,Jardin
62306500,Primario
62306600,Jardin
62306700,Jardin
62306800,Jardin
62306900,Jardin
62307200,Secundario
62307300,Primario
62307400,Primario
62307500,Jardin
62307600,Jardin
62307700,Jardin
62307800,Jardin
62307900,Secundario
62308000,Secundario
62308100,Secundario
62308400,Jardin
62308700,Secundario
62308800,Secundario
62308900,Secundario
62309000,Secundario
62309100,Jardin
62309200,Jardin
62309300,Jardin
62309400,Jardin
62309500,Jardin
62309600,Jardin
62309900,Secundario
62310100,Primario
62310500,Primario
62310600,Primario
62310700,Secundario
62310900,Secundario
62311000,Jardin
62311100,Secundario
62311200,Secundario
62311300,Jardin
62311400,Jardin
62311600,Secundario
62311700,Secundario
62311800,Jardin
62311900,Jardin
62312000,Jardin
62312100,Primario
62312200,SNU
62312400,Jardin
62312500,Jardin
62312600,Secundario
62312900,Jardin
62313100,Primario
62313400,Jardin
62313500,Secundario
62313600,Jardin
62313700,Jardin
62313900,Jardin
62314100,Secundario
62314200,Jardin
62314300,Primario
62314500,Secundario
62314600,Secundario
62314700,Jardin
62314800,Secundario
62315000,SNU
62315100,Jardin
62315200,Jardin
62315300,Jardin
62315400,Jardin
62315500,Jardin
62315800,Primario
62316100,Secundario
62316200,Secundario
62316300,Secundario
62316500,Secundario
62317100,Secundario
62317200,Primario
62317300,Secundario
62317700,Jardin
62317800,Primario
62318000,Secundario
62318300,Secundario
62318600,Secundario
62318700,SNU
62318800,Jardin
62318900,Jardin
62319000,Jardin
62319200,SNU
62319400,SNU
62319500,Secundario
62319600,SNU
62319700,SNU
62319800,SNU
62319900,Secundario
62320000,Secundario
62320100,Jardin
62320200,SNU
62320201,SNU
62320202,SNU
62320203,SNU
62320300,Jardin
62320400,Jardin
62320500,Secundario
62321000,SNU
62321500,Secundario
62321600,Secundario
62321700,Jardin
62322300,Jardin
62322600,Jardin
62322700,Secundario
62323000,SNU
62323300,SNU
62323400,SNU
62324100,Jardin
62324700,SNU
62326400,SNU
62326500,Secundario
62326700,SNU
62326800,Jardin
62327000,Primario
62327300,SNU
62327400,Jardin
62327500,SNU
62327600,SNU
62327800,Jardin
62327900,Jardin
62328200,Jardin
62328300,Jardin
62328400,Jardin
62328500,SNU
62328700,Jardin
62328800,Secundario
62329000,Secundario
62329200,Secundario
62329300,Secundario
62329400,SNU
62329500,Secundario
62329600,Jardin
62329700,Secundario
62330100,Jardin
62330200,Jardin
62330300,Primario
62330400,Secundario
62330500,Secundario
62330600,Jardin
62330700,Jardin
62331000,Secundario
62331100,Jardin
62331200,Secundario
62331300,Primario
62331400,Jardin
62331500,Jardin
62331600,Jardin
62331700,Primario
62331800,Jardin
62331900,Jardin
62332000,Primario
62332100,Primario
62332300,Secundario
62332800,Jardin
62332900,Jardin
62333000,Jardin
62333200,Jardin
62333300,Jardin
62333400,Jardin
62333500,Jardin
62333600,Jardin
62333800,Jardin
62333900,Secundario
62334000,Primario
62334100,Jardin
62334200,Jardin
62334300,Primario
62334400,Secundario
62334500,Jardin
62334600,Secundario
62334601,Secundario
62334700,Jardin
62334900,Jardin
62335000,Jardin
62335200,Jardin
62335300,Primario
62335500,Secundario
62335600,SNU
62336000,Jardin
62336200,Secundario
62336400,Secundario
62336500,Jardin
62336600,Jardin
62336700,Jardin
62336800,Jardin
62336900,Primario
62337000,Secundario
62337100,Secundario
62337300,Jardin
62337400,Secundario
62337500,Jardin
62337600,SNU
62337800,Jardin
62337900,Secundario
62338000,Secundario
62338100,Jardin
62338200,Primario
62338500,Jardin
62338600,Secundario
62338700,Jardin
62338900,Primario
62339000,Primario
62339100,Primario
62339200,Jardin
62339400,Jardin
62339500,Jardin
62339600,SNU
62339700,Jardin
62339800,Jardin
62339900,Primario
62340000,Jardin
62340100,Jardin
62340200,SNU
62340300,Jardin
62340400,Jardin
62340500,Primario
62340600,Primario
62340700,Primario
62340800,Jardin
62340900,Secundario
62341100,Jardin
62341200,Primario
62341300,Jardin
62341500,SNU
62341600,Secundario
62341700,Secundario
62341800,Jardin
62341900,Primario
62342000,Secundario
62342500,SNU
62342600,Primario
62342700,Primario
62342800,Jardin
62343000,Jardin
62343100,Secundario
62343300,Jardin
62343400,Jardin
62343500,Primario
62343600,SNU
62343700,Secundario
62343800,Jardin
62343900,Jardin
62344000,Jardin
62344100,Jardin
62344300,Jardin
62344500,Jardin
62344600,Jardin
62344700,Jardin
62344800,Jardin
62344900,Jardin
62345000,Secundario
62345200,SNU
62345300,Primario
62345400,Primario
62345600,Primario
62345700,Jardin
62345900,Jardin
62346000,Primario
62346100,Primario
62346200,Jardin
62346200,Primario
62346300,Primario
62346400,Secundario
62346500,Jardin
62346600,Primario
62346700,Secundario
62346800,Secundario
62347000,Secundario
62347100,Jardin
62347200,Jardin
62347300,Jardin
62347600,Jardin
62347700,Secundario
62347800,Jardin
62347900,Secundario
62348000,Jardin
62348100,Jardin
62348300,Jardin
62348400,Primario
62348500,Jardin
62348600,Jardin
62348800,Jardin
62349100,Jardin
62349300,SNU
62349400,Jardin
62349500,Primario
62349600,Jardin
62349700,Jardin
62349900,Jardin
62350000,Jardin
62350100,Jardin
62350200,Secundario
62350300,Jardin
62350400,Primario
62350500,Jardin
62350600,Jardin
62350700,Jardin
62350800,Jardin
62350900,Jardin
62351000,Jardin
62351100,Jardin
62351200,Secundario
62351300,Jardin
62351400,SNU
62351500,Jardin
62351600,Jardin
62351700,Jardin
62351800,Jardin
62351900,Jardin
62352000,Jardin
62352100,Secundario
62352300,Secundario
62352400,Jardin
62352700,Jardin
62352800,Secundario
62352900,Secundario
62353100,Jardin
62353200,Jardin
62353400,Jardin
62353500,Secundario
62353600,Secundario
62353700,Jardin
62353800,Secundario
62353900,Primario
62354000,Secundario
62354100,Jardin
62354200,Jardin
62354400,Jardin
62354500,Secundario
62354600,Secundario
62354700,Jardin
62354800,Secundario
62354900,Secundario
62355000,Secundario
62355100,Primario
62355200,Jardin
62355300,Jardin
62355400,Secundario
62355600,Jardin
62355700,Jardin
62355700,Primario
62355800,Secundario
62355900,SNU
62356100,Secundario
62356200,Secundario
62356300,Primario
62356400,Jardin
62356500,Jardin
62356600,Primario
62356700,Primario
62356900,Jardin
62357000,Jardin
62357100,Primario
62357200,Primario
62357300,Secundario
62357400,Jardin
62357500,Jardin
62357700,Jardin
62357900,Jardin
62358200,Primario
62360800,Jardin
62362500,Jardin
62366800,Secundario
62366900,Jardin
62367000,Jardin
62367100,Jardin
62367900,Secundario
62370000,Secundario
62370100,Jardin
62370300,Jardin
62371600,Primario
62374100,Jardin
62374200,Jardin
62379400,Primario
62381200,Jardin
62381700,Jardin
62384300,Jardin
62384500,Jardin
62384600,Jardin
62384700,Primario
62384800,Jardin
62385000,Secundario
62385100,Secundario
62385300,Primario
62385400,SNU
62385500,SNU
62385600,SNU
62385700,Primario
62386300,SNU
62386400,SNU
62386600,SNU
62386700,SNU
62386800,Jardin
62386900,Jardin
62387000,Jardin
62387100,Secundario
62387500,Jardin
62387700,Jardin
62387800,SNU
62387900,Primario
62388000,Jardin
62388100,Jardin
62388200,Jardin
62388300,Jardin
62388400,Jardin
62388500,Jardin
62388600,Jardin
62388900,Jardin
62389000,Jardin
62389100,Jardin
62389200,Jardin
62389300,Jardin
62389400,Jardin
62389500,Jardin
62389600,Primario
62389700,Jardin
62389800,Jardin
62389900,Jardin
62390000,Jardin
62390100,Jardin
62390200,SNU
62390300,Jardin
62390400,Primario
62390500,Secundario
62390600,Secundario
62390700,Secundario
62390701,Secundario
62391100,Primario
62391200,Secundario
62391600,Primario
62391900,Jardin
62392000,Primario
62392300,Primario
62392400,Jardin
62392800,Jardin
62392900,Primario
62393100,Primario
62393200,Jardin
62393300,Secundario
62393500,Jardin
62393600,Jardin
62393800,Primario
62393900,Secundario
62394300,Secundario
62394400,Secundario
62394500,Secundario
62394600,Jardin
62394800,Jardin
62394900,Primario
62395200,Jardin
62395300,Primario
62395400,Secundario
62395500,Jardin
62395600,Jardin
62396000,Secundario
62396200,Jardin
62396300,Jardin
62396500,Jardin
62396600,Secundario
62396700,Jardin
62396900,Primario
62397000,Primario
62397100,Primario
62397200,Secundario
62397300,Secundario
62397900,Jardin
62398000,Primario
62398100,Jardin
62398600,Jardin
62398700,Primario
62398800,Jardin
62399100,Jardin
62399500,Secundario
62399700,Secundario
62399800,Jardin
62399900,Jardin
62400000,Secundario
62400100,Secundario
62400200,Secundario
62400300,Secundario
62400400,Secundario
62400500,Secundario
62400600,Jardin
62400800,Jardin
62400900,Jardin
62401300,Jardin
62401500,Jardin
62402100,SNU
62402300,Jardin
62403000,SNU
62403100,SNU
62403200,SNU
62403400,SNU
62403500,SNU
62403600,SNU
62403700,SNU
62403800,SNU
62404300,Secundario
62404800,SNU
62404900,Jardin
62405000,SNU
62405400,Jardin
62406300,Jardin
62406400,Jardin
62406500,Jardin
62406600,Jardin
62406700,Jardin
62406800,Jardin
62406900,Jardin
62407000,Jardin
62407100,Jardin
62407200,Jardin
62407300,Jardin
62407400,Jardin
62407500,Jardin
62407600,Jardin
62407700,Jardin
62407800,Jardin
62407900,Jardin
62408000,Jardin
62408100,Jardin
62408200,Jardin
62408300,Jardin
62408400,Jardin
62408500,Jardin
62408600,Jardin
62408700,Jardin
62408800,Jardin
62408900,Jardin
62409000,Secundario
62409100,Jardin
62409200,Jardin
62409300,Jardin
62409400,Jardin
62409500,Jardin
62409600,Jardin
62409700,Jardin
62409800,Jardin
62409900,Jardin
62410000,Jardin
62410100,Jardin
62410200,Jardin
62410300,Jardin
62410400,Jardin
62410500,Jardin
62410700,Jardin
62410900,SNU
62411100,Jardin
62411800,Secundario
62411900,Primario
62412000,Secundario
62412100,Primario
62412200,Secundario
62412400,Jardin
62412500,Jardin
62413000,Jardin
62413100,Primario
62413200,Jardin
62413300,Primario
62413400,Jardin
62413500,Jardin
62413600,Primario
62413700,Jardin
62413800,Primario
62413900,Jardin
62414000,Primario
62414100,Jardin
62414200,Secundario
62414400,Secundario
62414500,Primario
62414600,Primario
62414700,Primario
62414800,Jardin
62414900,Jardin
62415000,Jardin
62415100,Secundario
62415300,Secundario
62415400,Jardin
62415500,Jardin
62415600,Jardin
62415700,Jardin
62415800,SNU
62415900,Secundario
62416000,Jardin
62416100,Secundario
62416400,Secundario
62416700,Secundario
62416800,Secundario
62417000,Primario
62417100,SNU
62417200,Secundario
62417700,Primario
62417800,Jardin
62417900,Secundario
62418000,Jardin
62418200,Jardin
62418300,Jardin
62419100,SNU
62419200,Secundario
62419500,Secundario
62419600,SNU
62419601,SNU
62419800,Secundario
62419900,Secundario
62420000,Jardin
62420100,Secundario
62420200,Jardin
62420300,Jardin
62420400,Jardin
62420500,Jardin
62420600,Jardin
62420700,Secundario
62420800,SNU
62420900,Jardin
62421100,Jardin
62421200,Jardin
62421300,Jardin
62421400,Jardin
62421500,Jardin
62421600,Jardin
62421700,Jardin
62421800,Secundario
62421900,Secundario
62422000,Primario
62422100,SNU
62422200,Jardin
62422300,Jardin
62422400,Secundario
62422500,Secundario
62422600,Jardin
62422700,Secundario
62422800,Jardin
62422900,Primario
62423000,Primario
62423100,Jardin
62423200,Secundario
62423300,Secundario
62423400,Jardin
62423500,Primario
62423600,Primario
62423700,Jardin
62423800,Jardin
62423900,Jardin
62424000,SNU
62424200,Jardin
62424300,Primario
62424400,Jardin
62424500,Jardin
62424700,Secundario
62424800,Jardin
62425000,Secundario
62425600,Jardin
62425700,Primario
62425800,Secundario
62425900,Jardin
62426000,Jardin
62426100,Jardin
62426200,Jardin
62426300,Secundario
62426400,Jardin
62426500,Primario
62426900,Primario
62427000,Secundario
62427100,Secundario
62427200,Jardin
62427300,Jardin
62427500,Secundario
62427600,Jardin
62427700,Secundario
62427800,Jardin
62427900,Jardin
62428300,Jardin
62428500,Jardin
62428600,Jardin
62428700,Jardin
62428800,SNU
62428900,Jardin
62429100,Jardin
62429400,Jardin
62429500,Primario
62429600,Jardin
62429800,Jardin
62429900,SNU
62430100,SNU
62430200,Jardin
62430300,Jardin
62430400,Secundario
62430500,Secundario
62430600,Jardin
62430700,Jardin
62430800,Jardin
62430900,Secundario
62431000,Secundario
62431100,Jardin
62431200,Primario
62431300,Jardin
62431400,Secundario
62431500,Jardin
62431700,Jardin
62431800,Jardin
62431900,Jardin
62432000,Secundario
62432100,Jardin
62432300,Jardin
62432400,Primario
62432500,Primario
62432600,Primario
62432700,Primario
62432900,Secundario
62433100,Jardin
62433300,Jardin
62433400,Jardin
62433500,Secundario
62433600,Jardin
62433700,Primario
62433800,Jardin
62433900,Secundario
62434000,Jardin
62434200,Jardin
62434300,Primario
62434400,Jardin
62434500,Secundario
62434600,Secundario
62434700,Secundario
62434800,Jardin
62435100,Secundario
62435200,Jardin
62435300,Jardin
62435400,Jardin
62435500,Jardin
62435600,Jardin
62435900,Primario
62437400,Secundario
62438000,Jardin
62438100,Primario
62438200,Jardin
62438300,Jardin
62438400,Jardin
62438500,Secundario
62438600,Secundario
62438700,Primario
62438800,Secundario
62438900,Secundario
62439000,Secundario
62439100,Secundario
62439200,Secundario
62439400,SNU
62439900,Primario
62440100,Secundario
62440200,Secundario
62440300,Jardin
62441000,Secundario
62441300,Secundario
62441500,SNU
62442100,Secundario
62442200,Secundario
62443100,Secundario
62443200,Secundario
62443300,Secundario
62443400,Secundario
62443600,Primario
62444700,Secundario
62445100,Secundario
62446200,Secundario
62446300,Secundario
62448400,Secundario
69000100,Secundario
69000500,SNU
69000600,Secundario
69000601,Primario
69000602,Jardin
69001000,Secundario
69001200,SNU
69001300,Secundario
69001500,Secundario
69001800,Primario
69001801,Jardin
69001900,Secundario
69002000,Secundario
69002100,Secundario
69002500,Secundario
69003100,SNU
69003200,Secundario
69003300,Jardin
69003500,Secundario
100000100,Primario
100000200,Primario
100000300,Primario
100000400,Primario
100000500,Primario
100000600,Primario
100000700,Primario
100000800,Primario
100000900,Primario
100001000,Secundario
100001200,Primario
100001300,Primario
100001500,Primario
100001600,Primario
100001700,Primario
100001800,Primario
100001900,Primario
100002000,Primario
100002400,Jardin
100002400,Primario
100002400,Secundario
100002500,Primario
100002600,SNU
100002700,Primario
100002800,Secundario
100002900,Primario
100003000,Primario
100003100,Primario
100003200,Primario
100003900,Primario
100004000,Primario
100004100,Primario
100004400,Primario
100004401,Primario
100004500,Primario
100004600,Primario
100004700,Primario
100004800,Secundario
100004801,Secundario
100004802,Secundario
100004803,Secundario
100004900,SNU
100005000,SNU
100005100,Secundario
100005200,Jardin
100005200,Primario
100005700,Secundario
100005701,Secundario
100005702,Secundario
100005703,Secundario
100005800,Primario
100005900,Primario
100006000,Primario
100006100,Primario
100006200,Primario
100006300,Primario
100006500,Primario
100006700,Primario
100006800,Primario
100006900,Primario
100007200,Secundario
100007300,Secundario
100007400,Secundario
100007500,Primario
100007600,Secundario
100007700,Primario
100007800,Jardin
100007800,Primario
100007800,Secundario
100007900,Secundario
100007902,Secundario
100008000,Primario
100008100,Primario
100008300,Secundario
100008400,Primario
100008500,Secundario
100008600,Secundario
100008700,SNU
100008800,Jardin
100008800,Primario
100008800,Secundario
100008900,Primario
100009000,Primario
100009100,Primario
100009200,Secundario
100009201,Secundario
100009202,Secundario
100009203,Secundario
100009204,Secundario
100009300,Primario
100009400,Secundario
100009500,Secundario
100009700,Primario
100009800,Primario
100009900,Secundario
100010200,Primario
100010300,Primario
100010400,Primario
100010600,Primario
100010700,Primario
100010800,Primario
100010801,Primario
100010900,Primario
100011100,Primario
100011200,Primario
100011500,Primario
100011700,Primario
100011800,SNU
100011801,SNU
100011802,SNU
100012100,Primario
100012400,Primario
100012500,Primario
100012600,Primario
100012700,Primario
100012800,Primario
100012900,Primario
100013000,Secundario
100013001,Secundario
100013002,Secundario
100013100,Primario
100013200,Primario
100013400,Primario
100013500,Primario
100013600,Primario
100013700,Primario
100013800,Secundario
100014000,Primario
100014100,Primario
100014300,Primario
100014400,Primario
100014500,Jardin
100014600,Secundario
100014601,Secundario
100014602,Secundario
100014700,Primario
100015400,Primario
100015500,Primario
100015600,Primario
100015700,Primario
100015800,Primario
100015900,Primario
100016000,Primario
100016100,Primario
100016200,Primario
100016300,Primario
100016500,Primario
100016600,Primario
100016700,Primario
100016800,Primario
100016900,Primario
100017000,Primario
100017200,Primario
100017300,Primario
100017400,Primario
100017500,Primario
100017600,Secundario
100017601,Secundario
100017700,Primario
100017800,Primario
100017900,Primario
100018300,Secundario
100018400,Primario
100018500,Primario
100018600,Primario
100018700,Primario
100018800,Primario
100018900,Primario
100019100,Primario
100019201,Primario
100019300,Primario
100019600,Primario
100019700,Primario
100020000,Jardin
100020000,Primario
100020200,Primario
100020400,Primario
100020600,Primario
100020700,Primario
100020800,Primario
100020900,Jardin
100020900,Primario
100021400,Primario
100021500,Primario
100021700,Primario
100021800,Primario
100022000,Primario
100022100,Primario
100022200,Primario
100022300,Primario
100022400,SNU
100022500,Primario
100022600,Jardin
100022600,Primario
100022600,Secundario
100022800,Primario
100022900,Primario
100023000,Primario
100023100,Primario
100023300,Primario
100023500,Primario
100023800,Primario
100023900,Primario
100024000,Primario
100024100,Primario
100024300,Primario
100024400,Primario
100024500,SNU
100024600,Primario
100024700,Primario
100024800,Secundario
100024801,Secundario
100024900,Primario
100025000,Secundario
100025100,Secundario
100025200,Secundario
100025300,Primario
100025400,Primario
100025500,Primario
100025600,Secundario
100025602,Secundario
100025605,Secundario
100025700,Secundario
100025900,Primario
100026000,Primario
100026100,Secundario
100026200,Primario
100026300,Primario
100026400,Primario
100026500,Primario
100026700,Secundario
100026800,Primario
100026900,Primario
100027000,Primario
100027100,Secundario
100027200,Secundario
100027400,Primario
100027500,Secundario
100027600,Primario
100027700,Primario
100027900,Primario
100028200,Primario
100028300,Primario
100028500,Secundario
100028600,Secundario
100028800,Primario
100028900,Primario
100029000,Primario
100029100,Primario
100029200,Primario
100029300,Primario
100029400,Primario
100030000,Primario
100030100,Primario
100030200,Primario
100030300,Primario
100030400,Primario
100030500,Primario
100030600,Primario
100030700,Primario
100031100,Primario
100031200,Primario
100031400,Primario
100031500,Primario
100031600,Primario
100031700,Primario
100031800,Primario
100031900,Primario
100032000,Secundario
100032001,Secundario
100032200,Primario
100032300,Primario
100032400,Primario
100032500,Primario
100032700,Primario
100032800,Primario
100033100,Primario
100033200,Primario
100033300,Primario
100033400,Primario
100033500,Primario
100033600,Secundario
100033700,SNU
100033800,Primario
100033900,Primario
100034000,Primario
100034100,Primario
100034400,Primario
100034500,Jardin
100034500,Primario
100034600,Secundario
100034700,Secundario
100035100,Primario
100035300,Primario
100035400,Primario
100035500,Primario
100035600,Primario
100035700,Primario
100035800,Primario
100035900,Primario
100036000,Primario
100036100,Primario
100036200,Primario
100036300,Primario
100036400,Primario
100036500,Primario
100036600,Primario
100037100,Jardin
100037100,Primario
100037100,Secundario
100037300,Primario
100037400,Primario
100037500,Primario
100037600,Primario
100037700,Primario
100037900,Primario
100038100,Primario
100038200,Primario
100038300,Primario
100038400,Primario
100038500,Primario
100038600,Primario
100038800,Primario
100039000,Primario
100039100,Secundario
100039300,Primario
100039400,Primario
100039500,Primario
100039700,Primario
100039800,Primario
100040000,Primario
100040100,Primario
100040200,Secundario
100040300,Secundario
100040400,Primario
100040600,Primario
100040700,Secundario
100040800,Secundario
100040801,Secundario
100040802,Secundario
100041000,Primario
100041100,Primario
100041200,Secundario
100041201,Secundario
100041202,Secundario
100041300,Primario
100041400,Secundario
100041401,Secundario
100041402,Secundario
100041600,SNU
100041601,SNU
100041700,Primario
100041800,Primario
100041900,Primario
100042000,Primario
100042100,Jardin
100042100,Primario
100042100,Secundario
100042200,SNU
100042201,SNU
100042300,Primario
100042400,Primario
100042500,Secundario
100042600,Primario
100042700,Primario
100042800,Secundario
100042900,Primario
100043000,Secundario
100043001,Secundario
100043200,Primario
100043400,Secundario
100043800,Secundario
100043900,Secundario
100044100,Primario
100044200,Jardin
100044200,Primario
100044200,Secundario
100044300,Primario
100044500,Primario
100044600,Primario
100044700,Secundario
100044800,Primario
100044900,Primario
100045000,Primario
100045200,Primario
100045300,Primario
100045400,Primario
100045500,Secundario
100045800,Primario
100045900,Primario
100046000,Primario
100046100,Secundario
100046200,Primario
100046300,Primario
100046500,Primario
100046600,Primario
100046800,Primario
100046900,Primario
100047100,Primario
100047200,Secundario
100047900,Primario
100048000,Primario
100048100,Primario
100048300,Primario
100048400,Primario
100048500,Primario
100048600,Primario
100049000,Secundario
100049001,Secundario
100049100,Primario
100049200,Primario
100049300,Primario
100049400,Primario
100049500,Primario
100049600,Primario
100049700,Primario
100049800,Primario
100049900,Primario
100050000,Primario
100050200,Primario
100050400,Primario
100050500,Primario
100050600,Primario
100050700,Secundario
100051100,Primario
100051200,Primario
100051400,Primario
100051500,Primario
100051600,Primario
100051700,Primario
100051800,Primario
100052000,Primario
100052100,Primario
100052200,Primario
100052300,Primario
100052400,Primario
100052500,Primario
100052600,Primario
100052700,Primario
100052701,Primario
100052800,Primario
100053100,Primario
100053200,Primario
100053300,Primario
100053500,Primario
100053700,Primario
100053800,Primario
100053900,Primario
100054000,Primario
100054100,Primario
100054400,Primario
100054500,Primario
100054600,Primario
100054700,Primario
100054800,Primario
100054900,Primario
100055000,Primario
100055100,Primario
100055200,Primario
100055300,Primario
100055400,Primario
100055500,Primario
100055700,Secundario
100055800,Primario
100056000,Primario
100056300,Primario
100056800,Primario
100056900,Primario
100057000,Primario
100057200,Primario
100057400,Primario
100057500,Primario
100057600,Primario
100057700,Primario
100057800,Primario
100057900,Primario
100058000,Primario
100058200,Primario
100058400,Primario
100058500,Primario
100058600,Primario
100058700,Primario
100058800,Primario
100058900,Primario
100059000,Primario
100059100,Primario
100059200,Primario
100059400,Primario
100059600,Primario
100059700,Primario
100059800,Primario
100059900,Primario
100060200,Primario
100060400,Jardin
100060400,Primario
100060400,Secundario
100060700,Jardin
100060700,Primario
100060700,Secundario
100061000,Jardin
100061000,Primario
100061100,Secundario
100061200,Jardin
100061200,Primario
100061300,Secundario
100061400,SNU
100061600,Primario
100061700,Primario
100061800,Secundario
100061900,Primario
100062100,Primario
100062200,Primario
100062300,Primario
100062500,Secundario
100062502,Secundario
100062504,Secundario
100062600,Primario
100062700,SNU
100062800,Secundario
100062900,Primario
100063000,Primario
100063100,Secundario
100063200,Primario
100063300,Primario
100063400,SNU
100063800,Primario
100063900,Primario
100064000,Secundario
100064200,Jardin
100064200,Primario
100064200,Secundario
100064300,Primario
100064400,Primario
100064500,Secundario
100064600,Primario
100064700,Primario
100064800,Primario
100064900,Secundario
100064901,Secundario
100065000,Primario
100065100,Primario
100065200,Secundario
100065201,Secundario
100065202,Secundario
100065400,Primario
100065500,Primario
100065600,Primario
100065700,Primario
100065800,Secundario
100066000,Secundario
100066001,Secundario
100066100,Primario
100066300,Primario
100066400,Primario
100066500,Primario
100067000,Primario
100067100,Primario
100067200,Primario
100067300,Secundario
100067400,Primario
100067500,Primario
100067600,Primario
100067700,Primario
100067800,Primario
100067900,Primario
100068000,Primario
100068200,Jardin
100068201,Jardin
100068202,Jardin
100068300,Jardin
100068301,Jardin
100068302,Jardin
100068303,Jardin
100068304,Jardin
100068400,Jardin
100068401,Jardin
100068402,Jardin
100068403,Jardin
100068404,Jardin
100068405,Jardin
100068406,Jardin
100068500,Jardin
100068501,Jardin
100068502,Jardin
100068515,Jardin
100068600,Jardin
100068601,Jardin
100068602,Jardin
100068604,Jardin
100068606,Jardin
100068700,Jardin
100068701,Jardin
100068702,Jardin
100068706,Jardin
100068707,Jardin
100068800,Jardin
100068801,Jardin
100068900,Jardin
100068901,Jardin
100068902,Jardin
100068903,Jardin
100068904,Jardin
100068905,Jardin
100068906,Jardin
100068907,Jardin
100069000,Jardin
100069002,Jardin
100069003,Jardin
100069004,Jardin
100069100,Jardin
100069101,Jardin
100069102,Jardin
100069103,Jardin
100069104,Jardin
100069105,Jardin
100069106,Jardin
100069107,Jardin
100069108,Jardin
100069109,Jardin
100069110,Jardin
100069200,Jardin
100069201,Jardin
100069202,Jardin
100069203,Jardin
100069204,Jardin
100069205,Jardin
100069206,Jardin
100069208,Jardin
100069209,Jardin
100069210,Jardin
100069224,Jardin
100069300,Primario
100069400,Primario
100069500,Primario
100069600,Primario
100069700,Primario
100070600,Primario
100070700,Primario
100072100,SNU
100072200,Jardin
100072200,Primario
100072200,Secundario
100072300,Jardin
100072301,Jardin
100072302,Jardin
100072303,Jardin
